Gene stable ID,Mouse gene stable ID,Mouse homology type,Mouse Gene-order conservation score,EuclidDist,PearDist,TEC,Duplicated Species
ENSG00000152454,ENSMUSG00000000103,ortholog_many2many,0.0,10.951114465951314,0.4913676333218854,0.5,NA
ENSG00000152475,ENSMUSG00000000103,ortholog_many2many,0.0,8.366449476007631,1.5525219343015761,0.4375,NA
ENSG00000167554,ENSMUSG00000000103,ortholog_many2many,0.0,4.901407253298398,1.0001588666137913,0.375,NA
ENSG00000171466,ENSMUSG00000000103,ortholog_many2many,0.0,4.422072179062569,1.0327039560093874,0.375,NA
ENSG00000171469,ENSMUSG00000000103,ortholog_many2many,0.0,26.928108585017043,1.0434382673652751,0.5,NA
ENSG00000171574,ENSMUSG00000000103,ortholog_many2many,0.0,12.141711880844149,0.772496897794542,0.5,NA
ENSG00000178935,ENSMUSG00000000103,ortholog_many2many,0.0,18.62465298547632,1.1665440960863616,0.5,NA
ENSG00000179909,ENSMUSG00000000103,ortholog_many2many,0.0,12.087279906777983,0.7538413149007628,0.4375,NA
ENSG00000180884,ENSMUSG00000000103,ortholog_many2many,0.0,5.103890816409628,0.7820950287289883,0.375,NA
ENSG00000188227,ENSMUSG00000000103,ortholog_many2many,0.0,5.196634118541669,1.041756049402108,0.375,NA
ENSG00000188785,ENSMUSG00000000103,ortholog_many2many,0.0,13.68907931004076,0.629850884027986,0.5,NA
ENSG00000196724,ENSMUSG00000000103,ortholog_many2many,0.0,9.478108160423645,0.8562816672004212,0.5,NA
ENSG00000197128,ENSMUSG00000000103,ortholog_many2many,0.0,5.568945557430299,0.8330895443746469,0.375,NA
ENSG00000198464,ENSMUSG00000000103,ortholog_many2many,0.0,14.924934447669052,0.7383052950466067,0.5,NA
ENSG00000213762,ENSMUSG00000000103,ortholog_many2many,0.0,19.477255207845367,0.8275437510811726,0.5,NA
ENSG00000269343,ENSMUSG00000000103,ortholog_many2many,0.0,9.520514274135488,1.16212845981093,0.5,NA
ENSG00000064300,ENSMUSG00000000120,ortholog_one2one,100.0,48.81722930970179,0.49887697240433004,0.125,NA
ENSG00000108379,ENSMUSG00000000125,ortholog_one2one,100.0,7.9832898505182115,0.7246692909600222,0.1875,NA
ENSG00000143816,ENSMUSG00000000126,ortholog_one2one,100.0,30.406941673573233,0.8039160736210968,0.1875,NA
ENSG00000151422,ENSMUSG00000000127,ortholog_one2one,100.0,28.830203991273926,0.2217431117675579,0.125,NA
ENSG00000169180,ENSMUSG00000000131,ortholog_one2one,75.0,177.84473031410184,0.4821034339992266,0.0,NA
ENSG00000068323,ENSMUSG00000000134,ortholog_one2one,100.0,81.14729483978508,0.13724236452466076,0.0,NA
ENSG00000168646,ENSMUSG00000000142,ortholog_one2one,100.0,21.284825367150308,0.37701616275218064,0.125,NA
ENSG00000106009,ENSMUSG00000000148,ortholog_one2one,25.0,62.91770257714755,0.7143388649348577,0.0625,NA
ENSG00000146535,ENSMUSG00000000149,ortholog_one2one,50.0,112.68099952731909,0.5683857943752992,0.0,NA
ENSG00000110628,ENSMUSG00000000154,ortholog_one2one,100.0,481.4091786459925,0.5340436459409669,0.0625,NA
ENSG00000150773,ENSMUSG00000000167,ortholog_one2one,100.0,5.916931640140575,0.1497500318569006,0.1875,NA
ENSG00000150768,ENSMUSG00000000168,ortholog_one2one,100.0,301.1575829954692,0.057795127069272145,0.0,NA
ENSG00000204370,ENSMUSG00000000171,ortholog_one2one,75.0,850.3390286823642,0.1350675948554516,0.0,NA
ENSG00000118972,ENSMUSG00000000182,ortholog_one2one,100.0,5.0557480563269355,0.8619192057027567,0.125,NA
ENSG00000111241,ENSMUSG00000000183,ortholog_one2one,100.0,1.7794163695842857,0.8102076260389914,0.0625,NA
ENSG00000118971,ENSMUSG00000000184,ortholog_one2one,100.0,45.33143651172235,0.06050417424159893,0.0,NA
ENSG00000148358,ENSMUSG00000000194,ortholog_one2one,100.0,47.12653894756324,0.1773073189856479,0.0,NA
ENSG00000102452,ENSMUSG00000000197,ortholog_one2one,100.0,46.947255049202816,0.012123461128721313,0.0,NA
ENSG00000204347,ENSMUSG00000000202,ortholog_one2one,100.0,36.20825822452378,0.0022436498473278332,0.0,NA
ENSG00000172123,ENSMUSG00000000204,ortholog_many2many,0.0,38.87317164594251,0.8158031858338348,0.203125,NA
ENSG00000205045,ENSMUSG00000000204,ortholog_many2many,0.0,40.440954376252805,1.1188147908764652,0.234375,NA
ENSG00000180176,ENSMUSG00000000214,ortholog_one2one,100.0,12.717104285421321,0.02651689424294912,0.0625,NA
ENSG00000254647,ENSMUSG00000000215,ortholog_one2many,100.0,4466.066261192292,7.928813862689843e-07,0.125,Human
ENSG00000166828,ENSMUSG00000000216,ortholog_one2one,100.0,16.768028191610817,0.08669531909969497,0.1875,NA
ENSG00000102385,ENSMUSG00000000223,ortholog_one2one,100.0,25.425419364304762,0.15078354542472794,0.125,NA
ENSG00000064201,ENSMUSG00000000244,ortholog_one2one,100.0,19.875121560327596,0.035245029817409956,0.1875,NA
ENSG00000106689,ENSMUSG00000000247,ortholog_one2one,100.0,12.505421743016173,0.003666716365695377,0.0625,NA
ENSG00000069493,ENSMUSG00000000248,ortholog_one2many,0.0,204.65936937517245,0.6486485247113013,0.275,Human
ENSG00000137198,ENSMUSG00000000253,ortholog_one2one,100.0,102.75727972658989,0.31699877816028943,0.0625,NA
ENSG00000145888,ENSMUSG00000000263,ortholog_one2one,100.0,11.71639038784277,0.05326468578434129,0.0625,NA
ENSG00000080561,ENSMUSG00000000266,ortholog_one2one,100.0,27.35492681864229,0.2128733940129255,0.0625,NA
ENSG00000121060,ENSMUSG00000000275,ortholog_one2one,100.0,76.94870037146931,0.4318347080086864,0.0,NA
ENSG00000153933,ENSMUSG00000000276,ortholog_one2one,100.0,53.6303433909985,0.81431525797965,0.125,NA
ENSG00000121064,ENSMUSG00000000278,ortholog_one2one,100.0,130.04152005383483,0.5118202395529727,0.0,NA
ENSG00000070444,ENSMUSG00000000282,ortholog_one2one,100.0,21.896032297482677,0.6709290123468994,0.0625,NA
ENSG00000160255,ENSMUSG00000000290,ortholog_one2one,100.0,88.11974651175598,1.2620733472289292,0.0625,NA
ENSG00000111906,ENSMUSG00000000295,ortholog_one2one,100.0,53.884458648149,0.2738379824159649,0.0,NA
ENSG00000111907,ENSMUSG00000000296,ortholog_one2one,100.0,18.917994383368566,0.2307782229658477,0.0,NA
ENSG00000133027,ENSMUSG00000000301,ortholog_one2one,100.0,409.45290241854553,0.002499099560155593,0.0,NA
ENSG00000039068,ENSMUSG00000000303,ortholog_one2one,100.0,552.38475592683,0.5447412883939644,0.125,NA
ENSG00000179242,ENSMUSG00000000305,ortholog_one2one,100.0,7.180424311345085,0.07270539234847606,0.0625,NA
ENSG00000223572,ENSMUSG00000000308,ortholog_one2many,75.0,2569.93019790546,0.5544415854309329,0.1875,Mouse
ENSG00000237289,ENSMUSG00000000308,ortholog_one2many,100.0,2561.8444088237393,0.9211490700080351,0.1875,Mouse
ENSG00000161940,ENSMUSG00000000317,ortholog_one2one,100.0,12.795350871729424,0.3843687670840379,0.125,NA
ENSG00000132514,ENSMUSG00000000318,ortholog_one2many,100.0,16.937889413410026,0.5479032247263461,0.15625,Human
ENSG00000108839,ENSMUSG00000000320,ortholog_one2one,50.0,13.99167840117596,0.016086164471999398,0.0625,NA
ENSG00000093010,ENSMUSG00000000326,ortholog_one2one,100.0,1370.0396637839451,0.4315426613835658,0.0,NA
ENSG00000137996,ENSMUSG00000000339,ortholog_one2one,100.0,56.64279313035234,0.5787591202515059,0.0,NA
ENSG00000137992,ENSMUSG00000000340,ortholog_one2one,100.0,116.9692806952152,0.6440463410492073,0.0,NA
ENSG00000183283,ENSMUSG00000000346,ortholog_one2one,100.0,208.92105097467137,0.275309030047436,0.0,NA
ENSG00000232119,ENSMUSG00000000355,ortholog_one2one,100.0,231.66780726655116,0.7458438550484693,0.0,NA
ENSG00000088320,ENSMUSG00000000359,ortholog_one2one,100.0,4.471119904541431,0.09552829674069274,0.0,NA
ENSG00000132972,ENSMUSG00000000365,ortholog_one2one,25.0,0.4300050363858395,0.5798692588129168,0.0,NA
ENSG00000160218,ENSMUSG00000000374,ortholog_one2one,100.0,88.21941257736769,0.3809734229559485,0.0,NA
ENSG00000136280,ENSMUSG00000000378,ortholog_one2one,100.0,101.7494941701135,0.7883983696490013,0.0,NA
ENSG00000136270,ENSMUSG00000000384,ortholog_one2one,100.0,73.79927202732519,0.33191987989229843,0.0,NA
ENSG00000184012,ENSMUSG00000000385,ortholog_one2one,50.0,343.83232232289134,0.5524652135635096,0.0625,NA
ENSG00000157601,ENSMUSG00000000386,ortholog_one2many,25.0,31.465515450167693,1.0397540459515637,0.125,Human
ENSG00000078098,ENSMUSG00000000392,ortholog_one2one,100.0,14.990365874277071,0.173154522183658,0.1875,NA
ENSG00000115263,ENSMUSG00000000394,ortholog_one2one,100.0,461.0402736455022,0.1272727014109084,0.0625,NA
ENSG00000139180,ENSMUSG00000000399,ortholog_one2one,100.0,654.3440793327786,0.19939402087501612,0.0,NA
ENSG00000198759,ENSMUSG00000000402,ortholog_one2one,50.0,17.98941023205799,0.1483460184764015,0.125,NA
ENSG00000182866,ENSMUSG00000000409,ortholog_one2one,100.0,808.5028002237763,1.3752252701569352,0.1875,NA
ENSG00000162526,ENSMUSG00000000411,ortholog_one2one,100.0,16.034947519766327,0.7108997970023393,0.5,NA
ENSG00000077063,ENSMUSG00000000416,ortholog_one2one,75.0,71.42225325153919,0.3598212912932147,0.0625,NA
ENSG00000141429,ENSMUSG00000000420,ortholog_one2one,100.0,185.49982760216287,1.0665912183209574,0.0,NA
ENSG00000111049,ENSMUSG00000000435,ortholog_one2one,100.0,4.483433683435136,0.5853561559564601,0.0625,NA
ENSG00000075975,ENSMUSG00000000439,ortholog_one2one,100.0,30.184729117648942,0.34385516922053405,0.0625,NA
ENSG00000132170,ENSMUSG00000000440,ortholog_one2one,100.0,79.58032331814735,0.20090007007848387,0.0,NA
ENSG00000132155,ENSMUSG00000000441,ortholog_one2one,100.0,266.0763630109544,0.1983208971526036,0.0,NA
ENSG00000180096,ENSMUSG00000000486,ortholog_one2one,100.0,444.7290884641856,1.4321748427943246,0.0,NA
ENSG00000100311,ENSMUSG00000000489,ortholog_one2one,100.0,22.82961890229201,0.5451851416130451,0.0625,NA
ENSG00000139567,ENSMUSG00000000530,ortholog_one2one,100.0,21.443741618034895,0.23171596854998633,0.0,NA
ENSG00000161835,ENSMUSG00000000531,ortholog_one2one,100.0,46.32671042126681,0.7068082172085282,0.125,NA
ENSG00000135503,ENSMUSG00000000532,ortholog_one2one,100.0,82.24532423462229,0.9477194472686044,0.0625,NA
ENSG00000175662,ENSMUSG00000000538,ortholog_one2one,100.0,130.32873787492713,0.22400625978532274,0.0,NA
ENSG00000143167,ENSMUSG00000000544,ortholog_one2one,100.0,548.8005848437987,1.7345158187742626e-05,0.125,NA
ENSG00000161642,ENSMUSG00000000552,ortholog_one2one,100.0,36.35911968200488,0.09302534905374149,0.0625,NA
ENSG00000161638,ENSMUSG00000000555,ortholog_one2one,100.0,446.35716598713265,0.14069927350202316,0.0625,NA
ENSG00000151834,ENSMUSG00000000560,ortholog_one2one,100.0,32.42016615528367,0.007556246674429001,0.0,NA
ENSG00000116455,ENSMUSG00000000561,ortholog_one2one,100.0,58.92603384089215,0.8441962125138981,0.0,NA
ENSG00000282608,ENSMUSG00000000562,ortholog_one2one,100.0,7.51499404257555,0.13979419956909023,0.4375,NA
ENSG00000116459,ENSMUSG00000000563,ortholog_one2one,100.0,1042.467718612854,0.44690138301644233,0.0,NA
ENSG00000125398,ENSMUSG00000000567,ortholog_one2one,100.0,43.44408865817004,0.7871342864292639,0.0625,NA
ENSG00000138668,ENSMUSG00000000568,ortholog_one2one,100.0,322.2891942041364,0.8985578237724184,0.0,NA
ENSG00000146425,ENSMUSG00000000579,ortholog_one2many,0.0,348.30050055684023,0.45704950606677486,0.1875,Human
ENSG00000197223,ENSMUSG00000000581,ortholog_one2one,75.0,343.49295873124817,0.8672220609702154,0.0,NA
ENSG00000196743,ENSMUSG00000000594,ortholog_one2one,100.0,116.36573010771356,0.6960247139913378,0.0,NA
ENSG00000001631,ENSMUSG00000000600,ortholog_one2one,75.0,76.77446293632472,0.9521385011568645,0.0,NA
ENSG00000073464,ENSMUSG00000000605,ortholog_one2one,0.0,132.3400268245751,0.08653160961481976,0.1875,NA
ENSG00000113262,ENSMUSG00000000617,ortholog_one2one,100.0,0.7624734717629644,1.3600565451026685,0.0,NA
ENSG00000135622,ENSMUSG00000000627,ortholog_one2one,100.0,28.205000043159714,0.12007291969073508,0.3125,NA
ENSG00000159399,ENSMUSG00000000628,ortholog_one2one,100.0,149.4776008299251,0.22759720516656057,0.125,NA
ENSG00000196535,ENSMUSG00000000631,ortholog_one2one,75.0,329.55813216462394,0.5197162671239697,0.0,NA
ENSG00000063015,ENSMUSG00000000632,ortholog_one2one,100.0,116.49079207231249,3.031430483924069e-05,0.125,NA
ENSG00000162882,ENSMUSG00000000673,ortholog_one2one,100.0,653.5813642852008,0.026606757519265,0.25,NA
ENSG00000169442,ENSMUSG00000000682,ortholog_one2one,100.0,289.92121742613057,1.2003103270440922,0.0,NA
ENSG00000168792,ENSMUSG00000000686,ortholog_one2one,100.0,18.699871978001887,0.4200661936014004,0.25,NA
ENSG00000108511,ENSMUSG00000000690,ortholog_one2one,100.0,24.195842759100064,0.09125127230884478,0.0625,NA
ENSG00000115318,ENSMUSG00000000693,ortholog_one2one,100.0,7.971354298009418,0.3171787029920379,0.0625,NA
ENSG00000213231,ENSMUSG00000000701,ortholog_one2many,100.0,0.26708380407648513,,0.0,Human
ENSG00000124557,ENSMUSG00000000706,ortholog_one2one,50.0,2.5091123959193427,0.6100690585775441,0.0625,NA
ENSG00000114166,ENSMUSG00000000708,ortholog_one2one,75.0,52.67379268524377,0.6397667793723614,0.0,NA
ENSG00000111540,ENSMUSG00000000711,ortholog_one2one,100.0,117.69960995365298,0.3803133028417581,0.0,NA
ENSG00000108255,ENSMUSG00000000724,ortholog_one2one,100.0,0.2397373931115049,1.061670368009979,0.0,NA
ENSG00000142182,ENSMUSG00000000730,ortholog_one2one,100.0,2.4094201676210076,1.525665904080343,0.1875,NA
ENSG00000160224,ENSMUSG00000000731,ortholog_one2one,100.0,14.325690450525785,1.1081370193723876,0.125,NA
ENSG00000160223,ENSMUSG00000000732,ortholog_one2one,100.0,29.18832812487395,0.8646905898930498,0.375,NA
ENSG00000197912,ENSMUSG00000000738,ortholog_one2one,100.0,,,,NA
ENSG00000196502,ENSMUSG00000000739,ortholog_many2many,0.0,,,,NA
ENSG00000197165,ENSMUSG00000000739,ortholog_many2many,0.0,,,,NA
ENSG00000213648,ENSMUSG00000000739,ortholog_many2many,0.0,,,,NA
ENSG00000261052,ENSMUSG00000000739,ortholog_many2many,0.0,,,,NA
ENSG00000167526,ENSMUSG00000000740,ortholog_one2one,100.0,,,,NA
ENSG00000131165,ENSMUSG00000000743,ortholog_one2one,100.0,,,,NA
ENSG00000132383,ENSMUSG00000000751,ortholog_one2one,100.0,72.24263284165325,0.7523375775164906,0.0,NA
ENSG00000132386,ENSMUSG00000000753,ortholog_one2one,100.0,396.46370489017977,0.17662696666561395,0.0,NA
ENSG00000126216,ENSMUSG00000000759,ortholog_one2one,100.0,73.06686815338338,0.7644630233168999,0.0,NA
ENSG00000112038,ENSMUSG00000000766,ortholog_one2one,100.0,3.1498638469440525,0.00016412916251762333,0.0,NA
ENSG00000168495,ENSMUSG00000000776,ortholog_one2one,100.0,22.629462061216188,0.5375081286297922,0.0,NA
ENSG00000081059,ENSMUSG00000000782,ortholog_one2one,100.0,1063.9422288619278,1.574463974729549,0.125,NA
ENSG00000215301,ENSMUSG00000000787,ortholog_one2one,100.0,207.89395368203873,0.5121010905406294,0.0,NA
ENSG00000096996,ENSMUSG00000000791,ortholog_one2one,100.0,6.33825318002837,1.444458056204035,0.125,NA
ENSG00000105641,ENSMUSG00000000792,ortholog_one2one,75.0,53.11920985604651,0.005209921961353059,0.0,NA
ENSG00000143603,ENSMUSG00000000794,ortholog_one2one,100.0,10.915029562677718,0.27892860456336854,0.125,NA
ENSG00000129204,ENSMUSG00000000804,ortholog_one2many,0.0,115.48425993632874,0.8692009653618208,0.375,Mouse
ENSG00000170832,ENSMUSG00000000804,ortholog_one2many,50.0,94.66030664321552,0.33566236223367296,0.0,Mouse
ENSG00000167434,ENSMUSG00000000805,ortholog_one2one,50.0,1825.0865287111792,0.14404744066776398,0.0,NA
ENSG00000197763,ENSMUSG00000000811,ortholog_one2one,100.0,12.490441128666989,1.1110542772734633,0.0625,NA
ENSG00000117560,ENSMUSG00000000817,ortholog_one2one,100.0,1.0089729101025846,1.2626433043210996,0.0,NA
ENSG00000196700,ENSMUSG00000000823,ortholog_one2one,75.0,50.00577108446951,0.7982698256541794,0.0625,NA
ENSG00000101152,ENSMUSG00000000826,ortholog_one2one,100.0,163.41158462645006,0.18493092082656903,0.0,NA
ENSG00000101150,ENSMUSG00000000827,ortholog_one2one,100.0,111.00742055875286,0.41647936027092136,0.0,NA
ENSG00000102081,ENSMUSG00000000838,ortholog_one2one,50.0,73.18699878584682,0.4121944087859999,0.0,NA
ENSG00000119866,ENSMUSG00000000861,ortholog_one2one,100.0,48.93133232319939,0.5095656340546815,0.125,NA
ENSG00000113520,ENSMUSG00000000869,ortholog_one2one,100.0,22.136403848690325,0.9767842204125521,0.375,NA
ENSG00000101417,ENSMUSG00000000876,ortholog_one2one,100.0,155.51665549108824,1.1699581054709938,0.0,NA
ENSG00000082458,ENSMUSG00000000881,ortholog_one2one,100.0,96.73097583453352,0.5183698899301086,0.0,NA
ENSG00000185838,ENSMUSG00000000884,ortholog_one2one,100.0,11.996164868038983,0.7334510377872587,0.25,NA
ENSG00000123454,ENSMUSG00000000889,ortholog_one2one,100.0,26.701436316275526,1.3455194341107424,0.375,NA
ENSG00000099953,ENSMUSG00000000901,ortholog_one2one,100.0,7.711358142167,0.08759527160407954,0.125,NA
ENSG00000099956,ENSMUSG00000000902,ortholog_one2one,100.0,76.32825573074673,0.274722658468985,0.0,NA
ENSG00000128218,ENSMUSG00000000903,ortholog_one2one,50.0,4.031973847845131,0.6239491841598829,0.25,NA
ENSG00000130787,ENSMUSG00000000915,ortholog_one2one,100.0,110.86498236272847,0.7282090865619972,0.0,NA
ENSG00000130305,ENSMUSG00000000916,ortholog_one2one,75.0,27.452172840474493,0.8371569453795158,0.0,NA
ENSG00000184428,ENSMUSG00000000934,ortholog_one2one,100.0,22.236107505242224,1.0133689221108082,0.0625,NA
ENSG00000253293,ENSMUSG00000000938,ortholog_one2one,100.0,83.70490161711149,0.09432310354087525,0.0,NA
ENSG00000197576,ENSMUSG00000000942,ortholog_one2one,100.0,33.295851278199166,0.06637820769479619,0.0,NA
ENSG00000157227,ENSMUSG00000000957,ortholog_one2one,100.0,131.18809056790843,0.1483260795603507,0.0625,NA
ENSG00000155465,ENSMUSG00000000958,ortholog_one2one,100.0,128.20471378647375,0.012570246245527716,0.0,NA
ENSG00000155463,ENSMUSG00000000959,ortholog_one2one,100.0,112.12074693681686,1.0326660855507088,0.0,NA
ENSG00000068097,ENSMUSG00000000976,ortholog_one2one,0.0,13.832392246078983,0.3127681904495352,0.0625,NA
ENSG00000275385,ENSMUSG00000000982,ortholog_one2many,0.0,10.37658758957253,1.147996100496368,0.125,Mouse
ENSG00000276085,ENSMUSG00000000982,ortholog_one2many,25.0,2.83279244981007,1.047196718554816,0.375,Mouse
ENSG00000277632,ENSMUSG00000000982,ortholog_one2many,25.0,9.97813586434267,1.0022364652589226,0.375,Mouse
ENSG00000105371,ENSMUSG00000001014,ortholog_one2one,100.0,,,,NA
ENSG00000143621,ENSMUSG00000001016,ortholog_one2one,100.0,132.74313785604343,1.101800631383108,0.0,NA
ENSG00000160679,ENSMUSG00000001017,ortholog_one2one,100.0,158.9996472384726,0.8319825757567281,0.0,NA
ENSG00000143553,ENSMUSG00000001018,ortholog_one2one,100.0,64.27145449839037,0.2675342445230051,0.0,NA
ENSG00000196154,ENSMUSG00000001020,ortholog_one2one,100.0,251.58023123406693,0.32964382647301804,0.0,NA
ENSG00000188015,ENSMUSG00000001021,ortholog_one2one,100.0,11.521726593605406,0.4209658883254055,0.1875,NA
ENSG00000196420,ENSMUSG00000001023,ortholog_one2one,100.0,22.01266694775436,1.1681808251165604,0.0625,NA
ENSG00000197956,ENSMUSG00000001025,ortholog_one2one,100.0,2886.49476548855,0.17902661275980958,0.0,NA
ENSG00000007314,ENSMUSG00000001027,ortholog_one2one,100.0,24.918224859545937,1.1486545166284794,0.1875,NA
ENSG00000108622,ENSMUSG00000001029,ortholog_one2one,100.0,78.33869766601059,0.468664767864422,0.0,NA
ENSG00000166484,ENSMUSG00000001034,ortholog_one2one,100.0,30.68123417283207,0.6016650924627132,0.125,NA
ENSG00000072134,ENSMUSG00000001036,ortholog_one2one,100.0,109.94106482621868,0.2598173360089622,0.0625,NA
ENSG00000108641,ENSMUSG00000001039,ortholog_one2one,100.0,29.369440704795277,0.18469445388669492,0.0,NA
ENSG00000138802,ENSMUSG00000001052,ortholog_one2one,100.0,109.05800392597345,0.7317793883033392,0.0,NA
ENSG00000145911,ENSMUSG00000001053,ortholog_one2one,50.0,33.94140996263775,0.10278872270115913,0.0625,NA
ENSG00000145916,ENSMUSG00000001054,ortholog_one2one,75.0,54.8453487009571,0.6418016575839413,0.0,NA
ENSG00000145912,ENSMUSG00000001056,ortholog_one2one,100.0,73.96455841007052,0.2944034969489505,0.0,NA
ENSG00000075399,ENSMUSG00000001062,ortholog_one2one,100.0,,,,NA
ENSG00000158805,ENSMUSG00000001065,ortholog_one2one,100.0,,,,NA
ENSG00000186897,ENSMUSG00000001076,ortholog_one2one,100.0,0.6964662736165734,0.18639547090434783,0.0625,NA
ENSG00000109736,ENSMUSG00000001082,ortholog_one2one,100.0,65.60849869999093,0.4979603455620971,0.0,NA
ENSG00000169641,ENSMUSG00000001089,ortholog_one2one,100.0,72.36779998743883,0.2428065421455342,0.0625,NA
ENSG00000007216,ENSMUSG00000001095,ortholog_one2one,75.0,167.79690281778002,0.5778976070501867,0.125,NA
ENSG00000110906,ENSMUSG00000001098,ortholog_one2one,100.0,107.34158033164374,0.18382763266524826,0.0,NA
ENSG00000004142,ENSMUSG00000001100,ortholog_one2one,100.0,105.42712181779494,0.6758916356313621,0.0,NA
ENSG00000274529,ENSMUSG00000001103,ortholog_one2one,75.0,4.827984986984226,0.8528895768246467,0.125,NA
ENSG00000109083,ENSMUSG00000001105,ortholog_one2one,100.0,365.3984275052963,0.7803989684621251,0.0,NA
ENSG00000142156,ENSMUSG00000001119,ortholog_one2one,100.0,1729.570259289495,0.09541162360332178,0.0,NA
ENSG00000183570,ENSMUSG00000001120,ortholog_one2one,100.0,92.66636024250894,0.28444516782024587,0.0625,NA
ENSG00000006659,ENSMUSG00000001123,ortholog_many2many,0.0,642.4741934159688,1.3776611434826385,0.5,NA
ENSG00000105198,ENSMUSG00000001123,ortholog_many2many,0.0,642.475505482685,1.3367621461005568,0.5,NA
ENSG00000249861,ENSMUSG00000001123,ortholog_many2many,0.0,642.4736207452696,1.3300647940736727,0.5,NA
ENSG00000078061,ENSMUSG00000001127,ortholog_one2one,100.0,288.4212970869699,1.5530249527309916,0.0,NA
ENSG00000126759,ENSMUSG00000001128,ortholog_one2one,100.0,49.93047478273266,0.5257220873899154,0.0625,NA
ENSG00000102265,ENSMUSG00000001131,ortholog_one2one,100.0,597.9615535143977,0.5389388553408795,0.1875,NA
ENSG00000126756,ENSMUSG00000001134,ortholog_one2one,100.0,209.58954985519034,1.166561654271372,0.0,NA
ENSG00000168763,ENSMUSG00000001138,ortholog_one2one,100.0,32.421753516559974,1.0063325764514246,0.0625,NA
ENSG00000114988,ENSMUSG00000001143,ortholog_one2one,100.0,62.87113780247598,0.7812983645841248,0.0,NA
ENSG00000160294,ENSMUSG00000001150,ortholog_one2one,100.0,25.450458063428414,0.6793561848842358,0.0625,NA
ENSG00000160299,ENSMUSG00000001151,ortholog_one2one,100.0,11.351588490389219,0.15863068116774437,0.125,NA
ENSG00000160282,ENSMUSG00000001155,ortholog_one2one,100.0,137.4207974167806,0.009251745214994167,0.1875,NA
ENSG00000059728,ENSMUSG00000001156,ortholog_one2one,100.0,246.6364394465766,0.8030920786095346,0.0625,NA
ENSG00000087338,ENSMUSG00000001157,ortholog_one2many,100.0,43.86572751638281,0.6730564504872941,0.0,Mouse
ENSG00000244234,ENSMUSG00000001157,ortholog_one2many,0.0,60.65017725017604,1.021586157704792,0.5,Mouse
ENSG00000124380,ENSMUSG00000001158,ortholog_one2one,100.0,111.54935712585717,0.263904210212474,0.0,NA
ENSG00000089127,ENSMUSG00000001166,ortholog_one2many,100.0,21.36330191558481,0.8827909091243384,0.2421875,Human
ENSG00000089127,ENSMUSG00000001168,ortholog_one2many,0.0,21.36330191558481,0.8827909091243384,0.2421875,Human
ENSG00000122126,ENSMUSG00000001173,ortholog_one2one,50.0,40.65274587791402,0.700028232209195,0.0625,NA
ENSG00000198668,ENSMUSG00000001175,ortholog_one2one,100.0,1471.8964725939156,0.03545950478400084,0.0,NA
ENSG00000160216,ENSMUSG00000001211,ortholog_one2one,100.0,297.6309667251546,0.4517850662079077,0.0,NA
ENSG00000091138,ENSMUSG00000001225,ortholog_one2one,100.0,479.58770460019696,2.3425835043111576e-05,0.0625,NA
ENSG00000167680,ENSMUSG00000001227,ortholog_one2one,100.0,18.331675567222646,0.010793025877316675,0.0625,NA
ENSG00000276043,ENSMUSG00000001228,ortholog_one2one,100.0,76.54822509430691,1.2217451320407682,0.25,NA
