Human ID,Gene stable ID,Mouse gene stable ID,Mouse homology type,Mouse Gene-order conservation score,EuclidDist,PearDist,TEC
ENSG00000002330,ENSG00000002330,ENSMUSG00000024959,ortholog_one2one,75.0,86.57936999822921,0.243829226767192,0.0
ENSG00000002549,ENSG00000002549,ENSMUSG00000039682,ortholog_one2one,100.0,63.29686015307067,0.2546243482520071,0.0
,ENSG00000002586,,,,,,
ENSG00000002587,ENSG00000002587,ENSMUSG00000051022,ortholog_one2one,100.0,6.053022167022287,0.43619695538599124,0.125
ENSG00000002726,ENSG00000002726,ENSMUSG00000029813,ortholog_one2many,50.0,61.42134162387755,0.7358262580153103,0.234375
ENSG00000002726,ENSG00000002726,ENSMUSG00000039215,ortholog_one2many,50.0,61.42134162387755,0.7358262580153103,0.234375
ENSG00000002726,ENSG00000002726,ENSMUSG00000068536,ortholog_one2many,50.0,61.42134162387755,0.7358262580153103,0.234375
ENSG00000002726,ENSG00000002726,ENSMUSG00000029811,ortholog_one2many,50.0,61.42134162387755,0.7358262580153103,0.234375
ENSG00000002745,ENSG00000002745,ENSMUSG00000029671,ortholog_one2one,100.0,0.7604600651593908,0.8680192242952375,0.0
ENSG00000002746,ENSG00000002746,ENSMUSG00000021301,ortholog_one2one,50.0,1.5526708166700165,0.06516071456751071,0.0625
ENSG00000002822,ENSG00000002822,ENSMUSG00000029554,ortholog_one2one,75.0,9.217760491066624,0.8761162004112422,0.25
ENSG00000002834,ENSG00000002834,ENSMUSG00000038366,ortholog_one2one,100.0,83.32222078519365,0.3002780915654859,0.0625
ENSG00000002919,ENSG00000002919,ENSMUSG00000020876,ortholog_one2one,100.0,28.58520598592268,0.33969516199455163,0.125
ENSG00000002933,ENSG00000002933,ENSMUSG00000023367,ortholog_one2one,75.0,633.8668344447435,0.7753686481296246,0.0625
ENSG00000003056,ENSG00000003056,ENSMUSG00000007458,ortholog_one2one,100.0,76.27956457668753,0.7975162054137015,0.0625
ENSG00000003096,ENSG00000003096,ENSMUSG00000036782,ortholog_one2one,25.0,11.163765799844171,0.7587026207086732,0.3125
ENSG00000003137,ENSG00000003137,ENSMUSG00000063415,ortholog_one2one,75.0,17.571574937751123,0.37827949038972164,0.25
ENSG00000003147,ENSG00000003147,ENSMUSG00000062995,ortholog_one2one,100.0,34.25190383053991,0.8550539536629144,0.1875
,ENSG00000003249,ENSMUSG00000031970,ortholog_one2one,75.0,,,
ENSG00000003393,ENSG00000003393,ENSMUSG00000026024,ortholog_one2one,100.0,13.080352422809142,0.05050670271308455,0.1875
,ENSG00000003400,,,,,,
ENSG00000003402,ENSG00000003402,ENSMUSG00000026031,ortholog_one2one,75.0,60.2076885071844,0.4749123675300919,0.0625
ENSG00000003436,ENSG00000003436,ENSMUSG00000027082,ortholog_one2one,50.0,75.87888826679023,0.9868619275266286,0.1875
ENSG00000003509,ENSG00000003509,ENSMUSG00000024082,ortholog_one2one,100.0,29.70813171281019,0.7203619447865613,0.0625
ENSG00000003756,ENSG00000003756,ENSMUSG00000032580,ortholog_one2one,100.0,150.70150610899236,0.6393878215166096,0.0625
ENSG00000003987,ENSG00000003987,ENSMUSG00000039431,ortholog_one2one,100.0,1.8721155750858436,0.027519987856784778,0.125
ENSG00000003989,ENSG00000003989,ENSMUSG00000031596,ortholog_one2one,100.0,108.92705358269365,0.25798390655204095,0.375
ENSG00000004059,ENSG00000004059,ENSMUSG00000020440,ortholog_one2one,100.0,420.89815918612936,0.6679693082249484,0.0
ENSG00000004139,ENSG00000004139,ENSMUSG00000050132,ortholog_one2one,100.0,11.112553848740086,0.4616684407095786,0.4375
ENSG00000004142,ENSG00000004142,ENSMUSG00000001100,ortholog_one2one,100.0,241.42303739697493,0.6758916356313621,0.0
ENSG00000004399,ENSG00000004399,ENSMUSG00000030123,ortholog_one2one,75.0,54.118973189859844,0.6800481425164445,0.125
ENSG00000004455,ENSG00000004455,ENSMUSG00000028792,ortholog_one2one,100.0,17.487887484942476,0.20726341004745852,0.0
ENSG00000004468,ENSG00000004468,ENSMUSG00000029084,ortholog_one2one,100.0,15.811469477313981,0.9133784130453333,0.3125
ENSG00000004478,ENSG00000004478,ENSMUSG00000030357,ortholog_one2one,50.0,64.26385650291034,0.9633920538791574,0.0
ENSG00000004487,ENSG00000004487,ENSMUSG00000036940,ortholog_one2one,100.0,40.528332474182726,0.6228178176243111,0.0625
ENSG00000004534,ENSG00000004534,ENSMUSG00000032582,ortholog_one2one,100.0,204.22977773428588,0.5574414536474561,0.125
ENSG00000004660,ENSG00000004660,ENSMUSG00000020785,ortholog_one2one,100.0,42.45304403354688,0.06351396461217818,0.25
ENSG00000004700,ENSG00000004700,ENSMUSG00000030243,ortholog_one2one,100.0,28.003702332910358,0.6584874141629048,0.125
ENSG00000004766,ENSG00000004766,ENSMUSG00000001376,ortholog_one2one,100.0,11.200533077416145,0.31198546361674806,0.125
ENSG00000004776,ENSG00000004776,ENSMUSG00000036854,ortholog_one2one,100.0,561.8665974334384,0.5271465352710958,0.25
ENSG00000004777,ENSG00000004777,ENSMUSG00000036882,ortholog_one2one,100.0,38.33478605577069,0.11512122043766781,0.375
ENSG00000004779,ENSG00000004779,ENSMUSG00000030869,ortholog_one2one,100.0,215.13177855674135,0.16828863464859745,0.0
ENSG00000004799,ENSG00000004799,ENSMUSG00000019577,ortholog_one2one,100.0,704.7882623963155,0.5941277049543934,0.125
ENSG00000004809,ENSG00000004809,ENSMUSG00000019834,ortholog_one2one,100.0,0.1476966274726398,0.464408476307377,0.0
ENSG00000004838,ENSG00000004838,ENSMUSG00000010044,ortholog_one2one,100.0,6.907674506193443,0.6805753913472623,0.1875
ENSG00000004846,ENSG00000004846,ENSMUSG00000072791,ortholog_one2one,100.0,0.6120818141122923,1.2031285813302612,0.0
ENSG00000004848,ENSG00000004848,ENSMUSG00000035277,ortholog_one2one,100.0,4.375442503309746,0.023516576115866106,0.0625
ENSG00000004864,ENSG00000004864,ENSMUSG00000015112,ortholog_one2one,100.0,42.167494059575475,0.2584520338712033,0.125
ENSG00000004866,ENSG00000004866,ENSMUSG00000029534,ortholog_one2one,100.0,20.38003145959975,0.9198523948580934,0.1875
ENSG00000004897,ENSG00000004897,ENSMUSG00000020687,ortholog_one2one,50.0,30.30619541299926,0.3246049226050183,0.125
ENSG00000004939,ENSG00000004939,ENSMUSG00000006574,ortholog_one2one,100.0,33.65005468294375,0.0006205411575039843,0.0625
ENSG00000004948,ENSG00000004948,ENSMUSG00000023964,ortholog_one2one,75.0,0.9636305492577433,0.47337182466463334,0.0
ENSG00000004961,ENSG00000004961,ENSMUSG00000031352,ortholog_one2one,50.0,35.35975611500123,0.3692671623234074,0.0625
ENSG00000004975,ENSG00000004975,ENSMUSG00000020888,ortholog_one2one,100.0,62.12861451866999,0.8519287029249512,0.3125
ENSG00000005001,ENSG00000005001,ENSMUSG00000045027,ortholog_one2one,25.0,72.75676520920167,0.06754399750520201,0.25
ENSG00000005007,ENSG00000005007,ENSMUSG00000058301,ortholog_one2one,75.0,96.87017233647776,0.6361449822375143,0.125
ENSG00000005020,ENSG00000005020,ENSMUSG00000059182,ortholog_one2one,100.0,27.86453569857879,0.23107221400585776,0.0625
ENSG00000005022,ENSG00000005022,ENSMUSG00000016319,ortholog_one2one,100.0,827.1912567897865,0.4162848413258039,0.0
ENSG00000005059,ENSG00000005059,ENSMUSG00000027994,ortholog_one2one,100.0,14.986069627855764,0.19401920412552442,0.3125
ENSG00000005073,ENSG00000005073,ENSMUSG00000038210,ortholog_one2one,100.0,34.731063401968854,0.0047785908630881835,0.0625
ENSG00000005075,ENSG00000005075,ENSMUSG00000039771,ortholog_one2many,100.0,134.21777819682643,0.6429580317000514,0.0
ENSG00000005100,ENSG00000005100,ENSMUSG00000040620,ortholog_one2one,100.0,20.839859619585965,0.7012022951335584,0.1875
ENSG00000005102,ENSG00000005102,ENSMUSG00000001493,ortholog_one2one,100.0,16.306083571018405,0.12492699932519158,0.1875
ENSG00000005108,ENSG00000005108,ENSMUSG00000032625,ortholog_one2one,75.0,4.642597222399353,0.7288377812519649,0.25
ENSG00000005156,ENSG00000005156,ENSMUSG00000020697,ortholog_one2one,100.0,16.744448068249042,0.5318042629456564,0.125
ENSG00000005175,ENSG00000005175,ENSMUSG00000022466,ortholog_one2one,100.0,19.157077408993572,0.8353193763948401,0.25
ENSG00000005187,ENSG00000005187,ENSMUSG00000030935,ortholog_one2one,50.0,99.0340180733624,0.7055956774582174,0.125
ENSG00000005189,ENSG00000005189,ENSMUSG00000030924,ortholog_one2one,100.0,7.761498840289507,1.111382013707194,0.3125
ENSG00000005194,ENSG00000005194,ENSMUSG00000031781,ortholog_one2one,100.0,53.9098156889928,0.5723534859902355,0.0625
ENSG00000005206,ENSG00000005206,ENSMUSG00000035206,ortholog_one2one,100.0,75.63579725917947,0.6261325508706493,0.125
ENSG00000005238,ENSG00000005238,ENSMUSG00000036002,ortholog_one2one,100.0,20.571165382949314,0.06136499686892882,0.125
ENSG00000005243,ENSG00000005243,ENSMUSG00000018672,ortholog_one2one,100.0,69.40637078355137,0.7400106339021463,0.0
ENSG00000005249,ENSG00000005249,ENSMUSG00000002997,ortholog_one2one,100.0,41.02890280482018,0.03994115144971788,0.3125
ENSG00000005302,ENSG00000005302,ENSMUSG00000031358,ortholog_one2one,75.0,15.173167526968372,0.545075401341748,0.0625
ENSG00000005339,ENSG00000005339,ENSMUSG00000022521,ortholog_one2one,100.0,45.87517518899054,0.6591359375930237,0.25
ENSG00000005379,ENSG00000005379,ENSMUSG00000034156,ortholog_one2one,100.0,47.67607835774154,0.09035485931017728,0.4375
ENSG00000005381,ENSG00000005381,ENSMUSG00000009350,ortholog_one2one,100.0,2.2162367301997543,0.8119429869349934,0.125
ENSG00000005421,ENSG00000005421,ENSMUSG00000002588,ortholog_one2one,100.0,75.70194276885302,0.0005363336130487228,0.0625
ENSG00000005436,ENSG00000005436,ENSMUSG00000035125,ortholog_one2one,75.0,15.122847433440265,1.0484466494068065,0.5
ENSG00000005448,ENSG00000005448,ENSMUSG00000030032,ortholog_one2one,100.0,31.7475324568746,0.2621939223993779,0.4375
ENSG00000005469,ENSG00000005469,ENSMUSG00000003623,ortholog_one2one,100.0,81.51019725137584,0.785407047750309,0.0625
ENSG00000005471,ENSG00000005471,ENSMUSG00000042476,ortholog_one2one,100.0,29.382122166554304,0.014088740880727313,0.125
ENSG00000005483,ENSG00000005483,ENSMUSG00000029004,ortholog_one2one,100.0,33.19967564484659,0.46591365136743623,0.125
ENSG00000005486,ENSG00000005486,ENSMUSG00000039917,ortholog_one2one,100.0,211.85519070199894,0.049089651757381,0.125
ENSG00000005513,ENSG00000005513,ENSMUSG00000024176,ortholog_one2one,100.0,44.092871828655774,0.0029068875198883237,0.3125
ENSG00000005700,ENSG00000005700,ENSMUSG00000035941,ortholog_one2one,100.0,40.92591746163412,0.6534026801214802,0.0625
,ENSG00000005801,,,,,,
ENSG00000005810,ENSG00000005810,ENSMUSG00000033004,ortholog_one2one,100.0,10.571085458145253,0.1334189909141814,0.125
ENSG00000005812,ENSG00000005812,ENSMUSG00000022124,ortholog_one2one,100.0,45.40434194696954,0.35233851660499127,0.0
ENSG00000005844,ENSG00000005844,ENSMUSG00000030830,ortholog_one2one,100.0,12.225222345208032,1.3378777861391242,0.375
ENSG00000005882,ENSG00000005882,ENSMUSG00000038967,ortholog_one2one,100.0,76.47829312129463,0.3148528349752162,0.0625
ENSG00000005884,ENSG00000005884,ENSMUSG00000001507,ortholog_one2one,100.0,127.9966754695218,0.6929394333802326,0.1875
ENSG00000005889,ENSG00000005889,ENSMUSG00000079509,ortholog_one2one,75.0,16.67616035979996,0.6730840229180661,0.1875
ENSG00000005893,ENSG00000005893,ENSMUSG00000016534,ortholog_one2one,100.0,83.9486717239761,0.8446020288011972,0.0
ENSG00000005961,ENSG00000005961,ENSMUSG00000034664,ortholog_one2one,100.0,2.4003051842299783,0.6066741555009472,0.1875
ENSG00000005981,ENSG00000005981,ENSMUSG00000042607,ortholog_one2one,100.0,1.1535520445431844,0.20685436779233912,0.0625
ENSG00000006007,ENSG00000006007,ENSMUSG00000033917,ortholog_one2one,50.0,78.13798323194932,0.610177250354474,0.0625
ENSG00000006015,ENSG00000006015,ENSMUSG00000058833,ortholog_one2one,100.0,197.40417086600095,0.3211615542171987,0.0
ENSG00000006016,ENSG00000006016,ENSMUSG00000007888,ortholog_one2one,100.0,48.398090433285674,1.2658131424322443,0.4375
ENSG00000006025,ENSG00000006025,ENSMUSG00000038534,ortholog_one2one,100.0,52.77145678918443,0.6351518848481899,0.3125
ENSG00000006042,ENSG00000006042,ENSMUSG00000035413,ortholog_one2one,100.0,37.06625593821949,0.1932419937482509,0.125
ENSG00000006047,ENSG00000006047,ENSMUSG00000018554,ortholog_one2one,100.0,11.027511024255977,0.16310401522058493,0.125
ENSG00000006059,ENSG00000006059,ENSMUSG00000057723,ortholog_one2many,100.0,0.6632134121324467,0.2618107017723191,0.0
ENSG00000006059,ENSG00000006059,ENSMUSG00000048981,ortholog_one2many,75.0,0.6632134121324467,0.2618107017723191,0.0
ENSG00000006059,ENSG00000006059,ENSMUSG00000035592,ortholog_one2many,100.0,0.6632134121324467,0.2618107017723191,0.0
ENSG00000006062,ENSG00000006062,ENSMUSG00000020941,ortholog_one2one,100.0,44.31307264086706,0.5466382684125846,0.4375
ENSG00000006071,ENSG00000006071,ENSMUSG00000040136,ortholog_one2one,50.0,20.360376267416985,0.2865233593508195,0.125
ENSG00000006116,ENSG00000006116,ENSMUSG00000066189,ortholog_one2one,100.0,33.67691091078138,1.1323227245840783e-06,0.0
ENSG00000006118,ENSG00000006118,ENSMUSG00000024736,ortholog_one2one,100.0,43.766715105369734,0.07375891817444558,0.3125
ENSG00000006125,ENSG00000006125,ENSMUSG00000035152,ortholog_one2one,100.0,128.85379123650335,0.23269100691626987,0.125
ENSG00000006128,ENSG00000006128,ENSMUSG00000061762,ortholog_one2one,75.0,72.34041877625334,0.0059544936526787495,0.125
ENSG00000006194,ENSG00000006194,ENSMUSG00000022529,ortholog_one2one,100.0,12.047101657862926,0.5706536127834251,0.125
ENSG00000006210,ENSG00000006210,ENSMUSG00000031778,ortholog_one2one,100.0,43.08077732384227,0.41769988293260485,0.1875
ENSG00000006282,ENSG00000006282,ENSMUSG00000020867,ortholog_one2one,100.0,127.4884701146455,0.969824413224431,0.5
ENSG00000006283,ENSG00000006283,ENSMUSG00000020866,ortholog_one2one,100.0,3.2343726660979746,0.01230173606570506,0.0625
ENSG00000006327,ENSG00000006327,ENSMUSG00000023905,ortholog_one2one,75.0,133.6208135060739,0.901553669504019,0.0625
ENSG00000006377,ENSG00000006377,ENSMUSG00000029754,ortholog_one2one,100.0,0.40263378982640624,0.007198394525383289,0.0
ENSG00000006432,ENSG00000006432,ENSMUSG00000042724,ortholog_one2one,100.0,11.22104674650893,0.08650376415781325,0.3125
ENSG00000006451,ENSG00000006451,ENSMUSG00000008859,ortholog_one2one,100.0,50.2783475451909,0.2578461050064186,0.0625
ENSG00000006453,ENSG00000006453,ENSMUSG00000038859,ortholog_one2one,100.0,59.0213540539863,0.7132051998778248,0.125
ENSG00000006459,ENSG00000006459,ENSMUSG00000042599,ortholog_one2one,100.0,21.307621826076687,0.6768521139578203,0.25
ENSG00000006468,ENSG00000006468,ENSMUSG00000004151,ortholog_one2one,100.0,28.125133656075487,0.019070308397241664,0.375
ENSG00000006530,ENSG00000006530,ENSMUSG00000029916,ortholog_one2one,100.0,17.559281855380924,0.3428242612496082,0.4375
ENSG00000006534,ENSG00000006534,ENSMUSG00000024885,ortholog_one2one,100.0,24.99877049296097,0.36928881641970945,0.4375
ENSG00000006555,ENSG00000006555,ENSMUSG00000034919,ortholog_one2one,100.0,43.794763253513004,0.24602488249935095,0.1875
ENSG00000006576,ENSG00000006576,ENSMUSG00000039987,ortholog_one2one,100.0,9.452570361243138,0.37983822196993744,0.3125
,ENSG00000006606,,,,,,
ENSG00000006607,ENSG00000006607,ENSMUSG00000034066,ortholog_one2one,100.0,12.253663045481018,0.27918591312365404,0.4375
ENSG00000006611,ENSG00000006611,ENSMUSG00000030838,ortholog_one2one,100.0,20.99981381258018,0.19787783346120658,0.1875
ENSG00000006625,ENSG00000006625,ENSMUSG00000002797,ortholog_one2one,100.0,76.49423484462517,1.028140213187881,0.1875
ENSG00000006634,ENSG00000006634,ENSMUSG00000002297,ortholog_one2one,100.0,5.858564992997349,1.0992756780855735,0.375
ENSG00000006638,ENSG00000006638,ENSMUSG00000034881,ortholog_one2one,100.0,10.789294984325446,1.1308539892006189,0.3125
ENSG00000006652,ENSG00000006652,ENSMUSG00000001627,ortholog_one2one,100.0,25.065470045265812,0.4278600491569683,0.0
ENSG00000006659,ENSG00000006659,ENSMUSG00000001123,ortholog_many2many,0.0,64.24009946506185,1.3776611434826385,0.4375
ENSG00000006695,ENSG00000006695,ENSMUSG00000042148,ortholog_one2one,100.0,10.456870891906137,0.2810884069287416,0.125
ENSG00000006704,ENSG00000006704,ENSMUSG00000023079,ortholog_one2one,100.0,21.623637968011252,0.5064089110581603,0.125
ENSG00000006712,ENSG00000006712,ENSMUSG00000003437,ortholog_one2one,100.0,115.65464353636591,0.42209458049358217,0.0625
ENSG00000006715,ENSG00000006715,ENSMUSG00000041236,ortholog_one2one,100.0,23.07673116512551,0.2051220995123031,0.0625
ENSG00000006740,ENSG00000006740,ENSMUSG00000033389,ortholog_one2one,100.0,20.22311639045707,0.08903700183413488,0.25
ENSG00000006744,ENSG00000006744,ENSMUSG00000020549,ortholog_one2one,100.0,89.53746705446822,0.5113843602515918,0.125
ENSG00000006747,ENSG00000006747,ENSMUSG00000002565,ortholog_one2one,50.0,19.832790040863074,0.8419246855844585,0.1875
,ENSG00000006756,,,,,,
,ENSG00000006757,,,,,,
ENSG00000006788,ENSG00000006788,ENSMUSG00000060180,ortholog_one2one,100.0,2.03188465426606,1.2641481520925144,0.0625
ENSG00000006831,ENSG00000006831,ENSMUSG00000030168,ortholog_one2one,50.0,66.15952947267567,0.16633794048827255,0.0625
ENSG00000006837,ENSG00000006837,ENSMUSG00000020389,ortholog_one2one,100.0,2.7756196313186536,0.15413110351094061,0.3125
ENSG00000007001,ENSG00000007001,ENSMUSG00000026839,ortholog_one2one,100.0,13.640841227835855,0.6930956260439651,0.0625
ENSG00000007038,ENSG00000007038,ENSMUSG00000024116,ortholog_one2one,50.0,1.819401575750981,1.4346698486296043,0.0625
ENSG00000007047,ENSG00000007047,ENSMUSG00000030397,ortholog_one2one,0.0,34.32967004564824,0.12161888916463015,0.125
ENSG00000007062,ENSG00000007062,ENSMUSG00000029086,ortholog_one2one,100.0,16.643465830354156,0.3972806114941012,0.125
ENSG00000007080,ENSG00000007080,ENSMUSG00000007721,ortholog_one2one,100.0,218.40512299822367,0.26363792131398234,0.0625
ENSG00000007129,ENSG00000007129,ENSMUSG00000078795,ortholog_one2many,0.0,2.149919513564014,0.8558488943426159,0.125
ENSG00000007129,ENSG00000007129,ENSMUSG00000007209,ortholog_one2many,0.0,2.149919513564014,0.8558488943426159,0.125
ENSG00000007168,ENSG00000007168,ENSMUSG00000020745,ortholog_one2one,100.0,72.67898282098079,0.22554317857032025,0.0625
ENSG00000007171,ENSG00000007171,ENSMUSG00000020826,ortholog_one2one,100.0,3.662093705641108,1.0095263680387272,0.1875
ENSG00000007174,ENSG00000007174,ENSMUSG00000056752,ortholog_one2one,100.0,1.2136543789775998,0.46288169985817906,0.0625
ENSG00000007202,ENSG00000007202,ENSMUSG00000010277,ortholog_one2one,100.0,53.678025052390076,0.2873285338228564,0.0625
ENSG00000007216,ENSG00000007216,ENSMUSG00000001095,ortholog_one2one,75.0,17.570327458683177,0.5778976070501867,0.0
ENSG00000007237,ENSG00000007237,ENSMUSG00000033066,ortholog_one2one,75.0,91.52147693615568,0.11079532552894311,0.25
ENSG00000007255,ENSG00000007255,ENSMUSG00000002043,ortholog_one2one,100.0,80.89824122045668,0.621046469819593,0.0
ENSG00000007264,ENSG00000007264,ENSMUSG00000004933,ortholog_one2one,100.0,3.0907414730139893,0.0034672651703288038,0.25
,ENSG00000007306,,,,,,
ENSG00000007312,ENSG00000007312,ENSMUSG00000040592,ortholog_one2one,100.0,13.246127889045761,0.5461948967499735,0.25
ENSG00000007314,ENSG00000007314,ENSMUSG00000001027,ortholog_one2one,100.0,2.959073682371495,1.1486545166284794,0.125
ENSG00000007341,ENSG00000007341,ENSMUSG00000045576,ortholog_one2one,100.0,5.208773440390455,1.076344000540908,0.0
ENSG00000007350,ENSG00000007350,ENSMUSG00000031397,ortholog_one2one,100.0,2.1653337449255488,1.1708158179326755,0.0625
ENSG00000007372,ENSG00000007372,ENSMUSG00000027168,ortholog_one2one,100.0,5.378144783851507,0.011798569382306834,0.0625
ENSG00000007376,ENSG00000007376,ENSMUSG00000041199,ortholog_one2one,100.0,35.24653930987657,0.724262205513831,0.4375
ENSG00000007384,ENSG00000007384,ENSMUSG00000020282,ortholog_one2one,25.0,78.76690499978287,0.15008824732140313,0.125
ENSG00000007392,ENSG00000007392,ENSMUSG00000024188,ortholog_one2one,50.0,103.1161893215661,0.6443459384449548,0.0625
ENSG00000007402,ENSG00000007402,ENSMUSG00000010066,ortholog_one2one,100.0,10.393870208500546,0.10062505713534642,0.375
ENSG00000007516,ENSG00000007516,ENSMUSG00000047507,ortholog_one2one,75.0,43.84809583330792,0.04489319038035178,0.375
ENSG00000007520,ENSG00000007520,ENSMUSG00000015126,ortholog_one2one,100.0,174.8796203926654,0.9120906352365301,0.125
ENSG00000007541,ENSG00000007541,ENSMUSG00000025728,ortholog_one2one,100.0,32.53829422358614,0.2534755791438952,0.0625
ENSG00000007545,ENSG00000007545,ENSMUSG00000038002,ortholog_one2one,75.0,33.24211716799154,0.4333619210731614,0.25
ENSG00000007866,ENSG00000007866,ENSMUSG00000002249,ortholog_one2one,100.0,212.2584127096956,0.07781507038413515,0.1875
ENSG00000007908,ENSG00000007908,ENSMUSG00000026582,ortholog_one2one,50.0,16.139857171663643,0.8007659112144191,0.4375
ENSG00000007923,ENSG00000007923,ENSMUSG00000039768,ortholog_one2one,100.0,26.887904179110404,0.33586257858857627,0.0625
ENSG00000007933,ENSG00000007933,ENSMUSG00000026691,ortholog_one2one,100.0,177.100506965465,1.1347756731531153,0.375
ENSG00000007944,ENSG00000007944,ENSMUSG00000038175,ortholog_one2one,100.0,25.876869515908275,0.6375469377967682,0.1875
ENSG00000007952,ENSG00000007952,ENSMUSG00000031257,ortholog_one2one,100.0,14.335206927901698,0.00020291852352671835,0.0
ENSG00000007968,ENSG00000007968,ENSMUSG00000018983,ortholog_one2one,100.0,8.684377302388917,1.1239580487358534,0.1875
ENSG00000008018,ENSG00000008018,ENSMUSG00000014769,ortholog_one2one,100.0,203.22491481001813,0.5797166686572067,0.0
ENSG00000008056,ENSG00000008056,ENSMUSG00000037217,ortholog_one2one,100.0,119.56209031254689,0.00034537453693594955,0.4375
ENSG00000008083,ENSG00000008083,ENSMUSG00000038518,ortholog_one2one,100.0,18.349493977171182,0.45844375675444937,0.1875
ENSG00000008086,ENSG00000008086,ENSMUSG00000031292,ortholog_one2one,100.0,4.982105292204241,0.09198809250249496,0.375
ENSG00000008118,ENSG00000008118,ENSMUSG00000016179,ortholog_one2one,100.0,20.940141794175766,0.033875546077328234,0.0625
ENSG00000008128,ENSG00000008128,ENSMUSG00000029062,ortholog_one2many,75.0,35.501306226140514,0.6690443236318693,0.0625
ENSG00000008130,ENSG00000008130,ENSMUSG00000029063,ortholog_one2one,100.0,68.06672211626153,0.559132602767661,0.0
ENSG00000008196,ENSG00000008196,ENSMUSG00000025927,ortholog_one2one,100.0,5.777580725661957,0.10009602267844298,0.125
ENSG00000008197,ENSG00000008197,ENSMUSG00000042596,ortholog_one2one,100.0,0.15617803943334835,0.0003109088475042876,0.0
ENSG00000008226,ENSG00000008226,ENSMUSG00000038060,ortholog_one2one,75.0,3.7079543370918633,0.8222511078922146,0.125
ENSG00000008256,ENSG00000008256,ENSMUSG00000018001,ortholog_one2one,75.0,47.38456323251458,0.0813486906566887,0.125
ENSG00000008277,ENSG00000008277,ENSMUSG00000040537,ortholog_one2one,100.0,12.224847168299018,0.004056734853468136,0.125
ENSG00000008282,ENSG00000008282,ENSMUSG00000020570,ortholog_one2one,100.0,186.5159120562085,0.2590562214543781,0.0
ENSG00000008283,ENSG00000008283,ENSMUSG00000019590,ortholog_one2one,100.0,68.0606562903958,1.13006603389845,0.125
ENSG00000008294,ENSG00000008294,ENSMUSG00000020859,ortholog_one2one,100.0,53.230320581458734,0.19783495540774843,0.0625
ENSG00000008300,ENSG00000008300,ENSMUSG00000023473,ortholog_one2one,100.0,7.990108503579396,0.0019484358338579533,0.125
ENSG00000008311,ENSG00000008311,ENSMUSG00000029695,ortholog_one2one,100.0,67.06889304311474,1.0817717113524816,0.3125
ENSG00000008323,ENSG00000008323,ENSMUSG00000038167,ortholog_one2one,100.0,15.284462567888422,0.02579649135700346,0.25
ENSG00000008324,ENSG00000008324,ENSMUSG00000032526,ortholog_one2one,100.0,14.105826214748609,0.9208678569885732,0.0
