Gene stable ID,Mouse gene stable ID,Mouse homology type,Mouse Gene-order conservation score,EuclidDist,EuclidDistNorm,EuclidDistLog,PearDist,TEC,Num Human Dupes,Num Mouse Dupes,Duplicated Species,Human Gene Type,Mouse Gene Type,Parental,Daughter,ID,Label,+/-
ENSG00000188785,ENSMUSG00000000103,ortholog_many2many,0.0,13.702467337878518,,6.318441094454799,,,21.0,2,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-
ENSG00000196724,ENSMUSG00000000103,ortholog_many2many,0.0,9.489780360259937,,5.417666819958905,,,21.0,2,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-
ENSG00000197128,ENSMUSG00000000103,ortholog_many2many,0.0,5.58071518438106,,4.055768398289665,,,21.0,2,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-
ENSG00000198464,ENSMUSG00000000103,ortholog_many2many,0.0,14.9374293271741,,6.682766777691532,,,21.0,2,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-
ENSG00000213762,ENSMUSG00000000103,ortholog_many2many,0.0,19.4890771946782,,7.353725014493918,,,21.0,2,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000269343,ENSMUSG00000000103,ortholog_many2many,0.0,9.530189856956882,,5.21560606821312,,,21.0,2,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-
ENSG00000064300,ENSMUSG00000000120,ortholog_one2one,100.0,48.81722930970179,0.534625493854697,7.112210085075644,0.49887693319932425,0.125,1.0,1,NA,protein_coding,protein_coding,False,False,"GO:0007399, GO:0007165","nervous system development, signal transduction","-, +"
ENSG00000108379,ENSMUSG00000000125,ortholog_one2one,100.0,7.9832898505182115,1.061191548570219,3.7347307311330584,0.7246692952902566,0.375,1.0,1,NA,protein_coding,protein_coding,False,False,"GO:0000902, GO:0030182","cell morphogenesis, neuron differentiation","-, -"
ENSG00000143816,ENSMUSG00000000126,ortholog_one2one,100.0,30.406941673573233,0.9422544060221244,4.687673918788981,0.8039160976753508,0.21428571428571427,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0030182,neuron differentiation,-
ENSG00000151422,ENSMUSG00000000127,ortholog_one2one,100.0,28.830203991273926,0.432082458056757,3.667518819721249,0.22174308895585437,0.14285714285714285,1.0,1,NA,protein_coding,protein_coding,False,False,"GO:0007165, GO:0120035","signal transduction, regulation of plasma membrane bounded cell projection organization","+, -"
ENSG00000169180,ENSMUSG00000000131,ortholog_one2one,75.0,177.84473031410184,0.48609335200341436,4.596020215352562,0.48210342873044776,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000068323,ENSMUSG00000000134,ortholog_one2one,100.0,81.14729483978508,0.28026512493028277,4.112994622009138,0.13724235832861653,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-
ENSG00000168646,ENSMUSG00000000142,ortholog_one2one,100.0,21.284825367150308,0.5634957886509143,2.6312346868870433,0.3770161560544102,0.125,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000106009,ENSMUSG00000000148,ortholog_one2one,25.0,62.91770257714755,0.5370245260480441,5.6472855564861595,0.714338861700405,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000146535,ENSMUSG00000000149,ortholog_one2one,50.0,112.68099952731909,0.5628046265759602,4.283215785955147,0.5683858295772126,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0007165,signal transduction,+
ENSG00000110628,ENSMUSG00000000154,ortholog_one2one,100.0,481.4091786459925,0.8575418587973409,5.233073892248749,0.5340436405918971,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000150773,ENSMUSG00000000167,ortholog_one2one,100.0,5.916931640140575,0.25674800522680763,2.612322642242803,0.14975006260656432,0.21428571428571427,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000150768,ENSMUSG00000000168,ortholog_one2one,100.0,301.1575829954692,0.22934504632503358,6.620005027392342,0.057795143735442145,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000204370,ENSMUSG00000000171,ortholog_one2one,75.0,850.3390286823642,0.2220976060508963,6.45987681361778,0.13506762928181104,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000118972,ENSMUSG00000000182,ortholog_one2one,100.0,5.0557480563269355,1.1370642161902673,2.9223933996625706,0.8619192175499072,,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0022008,neurogenesis,-
ENSG00000111241,ENSMUSG00000000183,ortholog_one2one,100.0,1.7794163695842857,1.041398210405467,1.548882839513078,0.8102076282411844,,1.0,1,NA,protein_coding,protein_coding,False,False,"GO:0007165, GO:0022008","signal transduction, neurogenesis","+, -"
ENSG00000118971,ENSMUSG00000000184,ortholog_one2one,100.0,45.33143651172235,0.22128300709805818,2.174052567827206,0.06050409482540764,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000148358,ENSMUSG00000000194,ortholog_one2one,100.0,47.12653894756324,0.3082794926569872,3.1310893153772685,0.1773073359060907,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000102452,ENSMUSG00000000197,ortholog_one2one,100.0,46.947255049202816,0.19572820352350648,3.2638959557985405,0.012123367315325373,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000204347,ENSMUSG00000000202,ortholog_one2one,100.0,36.20825822452378,0.08284290587903642,3.097645664470598,0.0022436840642181544,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000172123,ENSMUSG00000000204,ortholog_many2many,0.0,62.74040909506156,0.8792784755020285,4.435532164862584,0.37038010126093457,0.4,2.0,4,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000205045,ENSMUSG00000000204,ortholog_many2many,0.0,65.17279121464314,0.992091411245882,5.2489940784040305,0.5752007469949002,,2.0,4,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000180176,ENSMUSG00000000214,ortholog_one2one,100.0,12.717104285421321,0.2117188999079009,2.4075133848238837,0.026516895376230698,0.25,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000254647,ENSMUSG00000000215,ortholog_one2many,100.0,3667.84630289157,0.0014979345659478557,2.445156810030873,5.97054327311497e-07,0.5833333333333333,1.0,2,Mouse,protein_coding,protein_coding,True,False,"GO:0006355, GO:0007165","regulation of DNA-templated transcription, signal transduction","-, +"
ENSG00000166828,ENSMUSG00000000216,ortholog_one2one,100.0,16.768028191610817,0.42875954443984043,3.4474198694561258,0.0866953919801472,0.25,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000102385,ENSMUSG00000000223,ortholog_one2one,100.0,25.425419364304762,0.48870143863783116,3.4008470535470834,0.15078353208496753,0.5,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000064201,ENSMUSG00000000244,ortholog_one2one,100.0,19.875121560327596,0.3362657778706794,2.471828896848787,0.035245068620105346,0.41666666666666663,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000106689,ENSMUSG00000000247,ortholog_one2one,100.0,12.505421743016173,0.08421228484749782,1.3050544275972908,0.003666706088873539,0.25,1.0,1,NA,protein_coding,protein_coding,False,False,"GO:0006355, GO:0022008, GO:0007399, GO:0030182","regulation of DNA-templated transcription, neurogenesis, nervous system development, neuron differentiation","-, -, -, -"
ENSG00000069493,ENSMUSG00000000248,ortholog_one2many,0.0,8.91025109192716,0.9945613919734344,3.92591895490559,0.6630075616948476,0.4375,1.0,5,Mouse,protein_coding,protein_coding,False,True,nan,nan,nan
ENSG00000137198,ENSMUSG00000000253,ortholog_one2one,100.0,102.75727972658989,0.4736224065229062,4.160881117470645,0.3169988266181374,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000145888,ENSMUSG00000000263,ortholog_one2one,100.0,11.71639038784277,0.36672628108914157,3.289172077605903,0.05326466660362705,,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000080561,ENSMUSG00000000266,ortholog_one2one,100.0,27.35492681864229,0.36095468843827544,3.465096411383144,0.21287336616199826,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000121060,ENSMUSG00000000275,ortholog_one2one,100.0,76.94870037146931,0.4883440673015062,4.419127769739201,0.4318347293589275,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000153933,ENSMUSG00000000276,ortholog_one2one,100.0,53.6303433909985,0.9005488310277677,4.970459800923803,0.8143152358033043,0.125,1.0,1,NA,protein_coding,protein_coding,False,False,"GO:0050804, GO:0007165","modulation of chemical synaptic transmission, signal transduction","-, +"
ENSG00000121064,ENSMUSG00000000278,ortholog_one2one,100.0,130.04152005383483,0.65573381541172,2.691245793379322,0.5118202313876864,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0065008,regulation of biological quality,-
ENSG00000070444,ENSMUSG00000000282,ortholog_one2one,100.0,21.896032297482677,0.6393682778005813,3.219154203397892,0.6709290179237148,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-
ENSG00000160255,ENSMUSG00000000290,ortholog_one2one,100.0,88.11974651175598,1.1050665714715104,4.455235628667999,1.2620733421753532,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000111906,ENSMUSG00000000295,ortholog_one2one,100.0,53.884458648149,0.3541170552279426,2.343292201748324,0.27383794956537044,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000111907,ENSMUSG00000000296,ortholog_one2one,100.0,18.917994383368566,0.34071910552340307,1.2619845002012824,0.2307782444556452,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000133027,ENSMUSG00000000301,ortholog_one2one,100.0,409.45290241854553,0.3099925261142401,4.210109791316878,0.002499120062654403,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000039068,ENSMUSG00000000303,ortholog_one2one,100.0,552.38475592683,0.7938129494079181,5.995429244402418,0.5447413152372809,0.125,1.0,1,NA,protein_coding,protein_coding,False,False,"GO:0031175, GO:0000902","neuron projection development, cell morphogenesis","-, -"
ENSG00000179242,ENSMUSG00000000305,ortholog_one2one,100.0,7.180424311345085,0.33413792133120623,2.5162548392558834,0.07270543713088995,0.25,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0000902,cell morphogenesis,-
ENSG00000223572,ENSMUSG00000000308,ortholog_one2many,75.0,2569.93019790546,0.869674524685838,12.033287569446912,0.5544415971486311,0.1875,2.0,1,Human,protein_coding,protein_coding,False,True,nan,nan,nan
ENSG00000237289,ENSMUSG00000000308,ortholog_one2many,100.0,2561.8444088237393,1.1823139772529176,11.026921216736788,0.921149071352422,0.1875,2.0,1,Human,protein_coding,protein_coding,True,False,nan,nan,nan
ENSG00000161940,ENSMUSG00000000317,ortholog_one2one,100.0,12.795350871729424,0.6799289488395668,2.4380221456216846,0.38436876987372814,0.125,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000132514,ENSMUSG00000000318,ortholog_one2many,100.0,11.716129490178957,0.7185918637152287,3.0082588876977714,0.6346504845541666,0.125,1.0,2,Mouse,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000108839,ENSMUSG00000000320,ortholog_one2one,50.0,13.99167840117596,0.21147836137813764,1.6927609373200045,0.01608623630804884,0.1,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0006690,icosanoid metabolic process,+
ENSG00000093010,ENSMUSG00000000326,ortholog_one2one,100.0,1370.0396637839451,0.7801347135053178,8.492897806132499,0.4315426836738172,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000137996,ENSMUSG00000000339,ortholog_one2one,100.0,56.64279313035234,0.5495164124740102,3.2877604726512324,0.578759117820591,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000137992,ENSMUSG00000000340,ortholog_one2one,100.0,116.9692806952152,0.4884845202755831,6.507590206705466,0.6440463417447999,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000183283,ENSMUSG00000000346,ortholog_one2one,100.0,208.92105097467137,0.3333052249906204,2.4836422232638347,0.2753089969823569,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000232119,ENSMUSG00000000355,ortholog_one2one,100.0,231.66780726655116,0.37074953513040243,9.462880506259618,0.7458438438245133,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000088320,ENSMUSG00000000359,ortholog_one2one,100.0,4.471119904541431,0.284217038552037,1.072196337043227,0.09552830331526252,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000132972,ENSMUSG00000000365,ortholog_one2one,25.0,0.4300050363858395,0.6477755464187613,0.477783576271054,0.5798692418559221,,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000160218,ENSMUSG00000000374,ortholog_one2one,100.0,88.21941257736769,0.4328519134292021,6.210177372150927,0.3809734083548615,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000136280,ENSMUSG00000000378,ortholog_one2one,100.0,101.7494941701135,0.7314794259392774,3.7508408075631245,0.7883983710658701,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000136270,ENSMUSG00000000384,ortholog_one2one,100.0,73.79927202732519,0.40401680022895353,2.878352638660105,0.3319198943134133,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000184012,ENSMUSG00000000385,ortholog_one2one,50.0,343.83232232289134,0.856786199255297,6.216656581294486,0.5524652146831411,0.07142857142857142,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000157601,ENSMUSG00000000386,ortholog_one2many,25.0,31.041609954468683,0.7181845248643186,6.218483799507372,0.7603217021513478,0.1875,1.0,2,Mouse,protein_coding,protein_coding,False,True,"GO:0006952, GO:0007165","defense response, signal transduction","+, +"
ENSG00000078098,ENSMUSG00000000392,ortholog_one2one,100.0,14.990365874277071,0.4621598891990345,2.8157191897324285,0.173154574697431,0.26666666666666666,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000115263,ENSMUSG00000000394,ortholog_one2one,100.0,461.0402736455022,0.4774591725036377,4.44098263964828,0.12727266308620455,0.16666666666666666,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000139180,ENSMUSG00000000399,ortholog_one2one,100.0,654.3440793327786,0.3104266283206826,10.097787091964786,0.19939406411286298,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000198759,ENSMUSG00000000402,ortholog_one2one,50.0,17.98941023205799,0.45958952215201293,4.1607423480907855,0.14834603715496564,0.3333333333333333,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000182866,ENSMUSG00000000409,ortholog_one2one,100.0,808.5028002237763,1.3461174485437826,9.194208165441797,1.3752252916650698,0.26666666666666666,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000162526,ENSMUSG00000000411,ortholog_one2one,100.0,16.034947519766327,0.7292755921495986,6.660639462707817,0.710899816518318,,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000077063,ENSMUSG00000000416,ortholog_one2one,75.0,71.42225325153919,0.7475704448621218,4.429453427893008,0.3598213158305198,0.08333333333333333,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000141429,ENSMUSG00000000420,ortholog_one2one,100.0,185.49982760216287,0.7175459252101638,5.866694114882413,1.06659121930659,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000111049,ENSMUSG00000000435,ortholog_one2one,100.0,4.483433683435136,0.9793606803866098,2.4342831477589932,0.5853561705072715,,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-
ENSG00000075975,ENSMUSG00000000439,ortholog_one2one,100.0,30.184729117648942,0.4285255761104685,3.086740909903473,0.34385512927393236,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000132170,ENSMUSG00000000440,ortholog_one2one,100.0,79.58032331814735,0.46502013833638967,4.72225346032361,0.20090007664582687,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-
ENSG00000132155,ENSMUSG00000000441,ortholog_one2one,100.0,266.0763630109544,0.24332880153544664,7.100952894884509,0.19832094786095467,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0007165,signal transduction,+
ENSG00000180096,ENSMUSG00000000486,ortholog_one2one,100.0,444.7290884641856,1.2928942709533782,7.941108806982896,1.4321748314023164,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000100311,ENSMUSG00000000489,ortholog_one2one,100.0,22.82961890229201,0.5558906044507653,2.6776088125739994,0.5451851294201107,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0060326,cell chemotaxis,+
ENSG00000139567,ENSMUSG00000000530,ortholog_one2one,100.0,21.443741618034895,0.3691181667689368,2.336279426164395,0.23171598484208045,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,"GO:0006355, GO:0007165","regulation of DNA-templated transcription, signal transduction","-, +"
ENSG00000161835,ENSMUSG00000000531,ortholog_one2one,100.0,46.32671042126681,0.8921375150107366,5.149287064886949,0.7068082146670217,0.125,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0007165,signal transduction,+
ENSG00000135503,ENSMUSG00000000532,ortholog_one2one,100.0,82.24532423462229,0.7377668993557431,5.512318341501672,0.9477194523008236,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,"GO:0006355, GO:0007399, GO:0007165","regulation of DNA-templated transcription, nervous system development, signal transduction","-, -, +"
ENSG00000175662,ENSMUSG00000000538,ortholog_one2one,100.0,130.32873787492713,0.44300505343442903,3.0119073622771335,0.22400624535200042,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0007165,signal transduction,+
ENSG00000143167,ENSMUSG00000000544,ortholog_one2one,100.0,548.8005848437987,0.005631379053941107,3.4031234350565454,1.733992689623154e-05,0.3333333333333333,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000161642,ENSMUSG00000000552,ortholog_one2one,100.0,36.35911968200488,0.35837216082234347,2.141036573114048,0.09302531845144058,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000161638,ENSMUSG00000000555,ortholog_one2one,100.0,446.35716598713265,0.4019704953155386,6.79934267590017,0.14069923842791932,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0046718,symbiont entry into host cell,+
ENSG00000151834,ENSMUSG00000000560,ortholog_one2one,100.0,32.42016615528367,0.14423543034572037,2.482283489050208,0.007556214094210478,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000116455,ENSMUSG00000000561,ortholog_one2one,100.0,58.92603384089215,0.5013085701295354,2.9239538660900037,0.844196213768355,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000282608,ENSMUSG00000000562,ortholog_one2one,100.0,7.51499404257555,0.3163485700827503,3.5054542161304347,0.13979422086694504,0.4375,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0007165,signal transduction,+
ENSG00000116459,ENSMUSG00000000563,ortholog_one2one,100.0,1042.467718612854,0.37017186353109843,6.28416156792562,0.44690136520885226,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000125398,ENSMUSG00000000567,ortholog_one2one,100.0,43.44408865817004,0.8529310115102621,5.622797360317665,0.7871342715550677,0.0625,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0007165,signal transduction,+
ENSG00000138668,ENSMUSG00000000568,ortholog_one2one,100.0,322.2891942041364,0.6675557880571045,4.640638860594908,0.8985578400767187,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,"GO:0006355, GO:0051252","regulation of DNA-templated transcription, regulation of RNA metabolic process","-, -"
ENSG00000146425,ENSMUSG00000000579,ortholog_one2many,0.0,352.2160221206094,0.5709967442341283,15.83099550214839,0.4344678206824295,0.375,1.0,4,Mouse,protein_coding,protein_coding,False,True,"GO:0046718, GO:0007399","symbiont entry into host cell, nervous system development","+, -"
ENSG00000197223,ENSMUSG00000000581,ortholog_one2one,75.0,343.49295873124817,0.6214414156594743,9.344550999660033,0.867222040479946,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000196743,ENSMUSG00000000594,ortholog_one2one,100.0,116.36573010771356,0.7034375511414263,4.286014269751661,0.6960247015813736,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000001631,ENSMUSG00000000600,ortholog_one2one,75.0,76.77446293632472,0.5927432653492112,5.643719510265027,0.9521385037829992,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
ENSG00000073464,ENSMUSG00000000605,ortholog_one2one,0.0,132.3400268245751,0.48013264707562453,9.148706177183415,0.08653160168923646,0.1875,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan
