,Gene stable ID,Mouse gene stable ID,Mouse homology type,Mouse Gene-order conservation score,EuclidDist,EuclidDistNorm,EuclidDistLog,PearDist,TEC,Num Human Dupes,Num Mouse Dupes,Duplicated Species,Human Gene Type,Mouse Gene Type
902,ENSG00000110628,ENSMUSG00000000154,ortholog_one2one,100.0,481.4091786459925,0.0056283718381406715,4.012699491295587,0.5340436459409669,0.0625,1.0,1,NA,protein_coding,protein_coding
903,ENSG00000150773,ENSMUSG00000000167,ortholog_one2one,100.0,5.916931640140575,0.0001612202183964034,1.1665228885130532,0.1497500318569006,0.1875,1.0,1,NA,protein_coding,protein_coding
904,ENSG00000150768,ENSMUSG00000000168,ortholog_one2one,100.0,301.1575829954692,0.005557549403784882,1.929411672414387,0.057795127069272145,0.0,1.0,1,NA,protein_coding,protein_coding
905,ENSG00000204370,ENSMUSG00000000171,ortholog_one2one,75.0,850.3390286823642,0.01568749880657445,0.9059406136317678,0.1350675948554516,0.0,1.0,1,NA,protein_coding,protein_coding
906,ENSG00000118972,ENSMUSG00000000182,ortholog_one2one,100.0,5.0557480563269355,3.482191462360704e-05,2.9709522469976015,0.8619192057027567,0.125,1.0,1,NA,protein_coding,protein_coding
907,ENSG00000111241,ENSMUSG00000000183,ortholog_one2one,100.0,1.7794163695842857,3.216294775274527e-05,1.0703825346918974,0.8102076260389914,0.0625,1.0,1,NA,protein_coding,protein_coding
908,ENSG00000118971,ENSMUSG00000000184,ortholog_one2one,100.0,45.33143651172235,0.002283997484547349,3.5784453638241893,0.06050417424159893,0.0,1.0,1,NA,protein_coding,protein_coding
909,ENSG00000148358,ENSMUSG00000000194,ortholog_one2one,100.0,47.12653894756324,0.0018084506327590297,3.418887852586038,0.1773073189856479,0.0,1.0,1,NA,protein_coding,protein_coding
910,ENSG00000102452,ENSMUSG00000000197,ortholog_one2one,100.0,46.947255049202816,0.0014724051897489123,1.6333222108110632,0.012123461128721313,0.0,1.0,1,NA,protein_coding,protein_coding
911,ENSG00000204347,ENSMUSG00000000202,ortholog_one2one,100.0,36.20825822452378,0.001138743108031319,1.464353780382707,0.0022436498473278332,0.0,1.0,1,NA,protein_coding,protein_coding
912,ENSG00000172123,ENSMUSG00000000204,ortholog_many2many,0.0,38.87317164594251,0.0007560907665730385,2.9961646659627474,0.8158031858338348,0.203125,2.0,4,NA,protein_coding,protein_coding
920,ENSG00000205045,ENSMUSG00000000204,ortholog_many2many,0.0,40.440954376252805,0.0007719500076496624,3.423371056275694,1.1188147908764652,0.234375,2.0,4,NA,protein_coding,protein_coding
928,ENSG00000180176,ENSMUSG00000000214,ortholog_one2one,100.0,12.717104285421321,0.0007080333681679363,1.6513982967282526,0.02651689424294912,0.0625,1.0,1,NA,protein_coding,protein_coding
929,ENSG00000254647,ENSMUSG00000000215,ortholog_one2many,100.0,4466.066261192292,0.026179199868118244,5.8575280249026696,7.928813862689843e-07,0.125,1.0,2,Mouse,protein_coding,protein_coding
931,ENSG00000166828,ENSMUSG00000000216,ortholog_one2one,100.0,16.768028191610817,0.00013217114731130933,4.274124112358794,0.08669531909969497,0.1875,1.0,1,NA,protein_coding,protein_coding
932,ENSG00000102385,ENSMUSG00000000223,ortholog_one2one,100.0,25.425419364304762,0.0008831714611233464,2.261527022053056,0.15078354542472794,0.125,1.0,1,NA,protein_coding,protein_coding
933,ENSG00000064201,ENSMUSG00000000244,ortholog_one2one,100.0,19.875121560327596,0.00028997947435902525,0.8597339823570984,0.035245029817409956,0.1875,1.0,1,NA,protein_coding,protein_coding
934,ENSG00000106689,ENSMUSG00000000247,ortholog_one2one,100.0,12.505421743016173,0.0009804437149241666,1.7854605525648084,0.003666716365695377,0.0625,1.0,1,NA,protein_coding,protein_coding
935,ENSG00000069493,ENSMUSG00000000248,ortholog_one2many,0.0,204.65936937517245,0.004239236812416769,4.700388067734589,0.6486485247113013,0.275,1.0,5,Mouse,protein_coding,protein_coding
940,ENSG00000137198,ENSMUSG00000000253,ortholog_one2one,100.0,102.75727972658989,0.002269996200046097,3.667683571567641,0.31699877816028943,0.0625,1.0,1,NA,protein_coding,protein_coding
941,ENSG00000145888,ENSMUSG00000000263,ortholog_one2one,100.0,11.71639038784277,0.00034681937513161447,2.1542849623903213,0.05326468578434129,0.0625,1.0,1,NA,protein_coding,protein_coding
942,ENSG00000080561,ENSMUSG00000000266,ortholog_one2one,100.0,27.35492681864229,0.0008467447839381891,1.826366708514094,0.2128733940129255,0.0625,1.0,1,NA,protein_coding,protein_coding
943,ENSG00000121060,ENSMUSG00000000275,ortholog_one2one,100.0,76.94870037146931,0.0020174483635737807,2.3343471479921574,0.4318347080086864,0.0,1.0,1,NA,protein_coding,protein_coding
944,ENSG00000153933,ENSMUSG00000000276,ortholog_one2one,100.0,53.6303433909985,0.0012562023982546778,3.402708124542888,0.81431525797965,0.125,1.0,1,NA,protein_coding,protein_coding
945,ENSG00000121064,ENSMUSG00000000278,ortholog_one2one,100.0,130.04152005383483,0.0019201728657536588,5.023865455770372,0.5118202395529727,0.0,1.0,1,NA,protein_coding,protein_coding
946,ENSG00000070444,ENSMUSG00000000282,ortholog_one2one,100.0,21.896032297482677,0.0007048179425879462,3.775954016106616,0.6709290123468994,0.0625,1.0,1,NA,protein_coding,protein_coding
947,ENSG00000160255,ENSMUSG00000000290,ortholog_one2one,100.0,88.11974651175598,0.0011419868454831499,4.325300823677268,1.2620733472289292,0.0625,1.0,1,NA,protein_coding,protein_coding
948,ENSG00000111906,ENSMUSG00000000295,ortholog_one2one,100.0,53.884458648149,0.00038847057484554006,5.3489931594785824,0.2738379824159649,0.0,1.0,1,NA,protein_coding,protein_coding
949,ENSG00000111907,ENSMUSG00000000296,ortholog_one2one,100.0,18.917994383368566,0.000984487875803821,3.8110004712833687,0.2307782229658477,0.0,1.0,1,NA,protein_coding,protein_coding
950,ENSG00000133027,ENSMUSG00000000301,ortholog_one2one,100.0,409.45290241854553,0.005489601959587328,5.17552499399868,0.002499099560155593,0.0,1.0,1,NA,protein_coding,protein_coding
951,ENSG00000039068,ENSMUSG00000000303,ortholog_one2one,100.0,552.38475592683,0.015007436730574052,5.005599145203687,0.5447412883939644,0.125,1.0,1,NA,protein_coding,protein_coding
952,ENSG00000179242,ENSMUSG00000000305,ortholog_one2one,100.0,7.180424311345085,0.00034802471317039297,1.7971985752024247,0.07270539234847606,0.0625,1.0,1,NA,protein_coding,protein_coding
953,ENSG00000223572,ENSMUSG00000000308,ortholog_one2many,75.0,2569.93019790546,0.06850598238684565,6.727209063044301,0.5544415854309329,0.1875,2.0,1,Human,protein_coding,protein_coding
955,ENSG00000237289,ENSMUSG00000000308,ortholog_one2many,100.0,2561.8444088237393,0.06844634183313057,6.074071250229853,0.9211490700080351,0.1875,2.0,1,Human,protein_coding,protein_coding
957,ENSG00000161940,ENSMUSG00000000317,ortholog_one2one,100.0,12.795350871729424,0.00020153652872821314,3.107086010990193,0.3843687670840379,0.125,1.0,1,NA,protein_coding,protein_coding
958,ENSG00000132514,ENSMUSG00000000318,ortholog_one2many,100.0,16.937889413410026,0.00034655111150731744,2.7376687154084705,0.5479032247263461,0.15625,1.0,2,Mouse,protein_coding,protein_coding
960,ENSG00000108839,ENSMUSG00000000320,ortholog_one2one,50.0,13.99167840117596,5.162429909826345e-05,2.399818900336979,0.016086164471999398,0.0625,1.0,1,NA,protein_coding,protein_coding
961,ENSG00000093010,ENSMUSG00000000326,ortholog_one2one,100.0,1370.0396637839451,0.017297326388501563,3.1905435086472425,0.4315426613835658,0.0,1.0,1,NA,protein_coding,protein_coding
962,ENSG00000137996,ENSMUSG00000000339,ortholog_one2one,100.0,56.64279313035234,0.002063501072274059,3.5263922037373696,0.5787591202515059,0.0,1.0,1,NA,protein_coding,protein_coding
963,ENSG00000137992,ENSMUSG00000000340,ortholog_one2one,100.0,116.9692806952152,0.0014733888387010946,2.536744645108606,0.6440463410492073,0.0,1.0,1,NA,protein_coding,protein_coding
964,ENSG00000183283,ENSMUSG00000000346,ortholog_one2one,100.0,208.92105097467137,0.008058272724516287,4.941778896514173,0.275309030047436,0.0,1.0,1,NA,protein_coding,protein_coding
965,ENSG00000232119,ENSMUSG00000000355,ortholog_one2one,100.0,231.66780726655116,0.005258110611746279,4.322329595623584,0.7458438550484693,0.0,1.0,1,NA,protein_coding,protein_coding
966,ENSG00000088320,ENSMUSG00000000359,ortholog_one2one,100.0,4.471119904541431,0.00013693609081704572,2.059320493334559,0.09552829674069274,0.0,1.0,1,NA,protein_coding,protein_coding
967,ENSG00000132972,ENSMUSG00000000365,ortholog_one2one,25.0,0.4300050363858395,1.1805155550568377e-05,0.30189524911528826,0.5798692588129168,0.0,1.0,1,NA,protein_coding,protein_coding
968,ENSG00000160218,ENSMUSG00000000374,ortholog_one2one,100.0,88.21941257736769,0.0023400381282480433,2.627678693887799,0.3809734229559485,0.0,1.0,1,NA,protein_coding,protein_coding
969,ENSG00000136280,ENSMUSG00000000378,ortholog_one2one,100.0,101.7494941701135,0.0023715495320620165,3.734416102618324,0.7883983696490013,0.0,1.0,1,NA,protein_coding,protein_coding
970,ENSG00000136270,ENSMUSG00000000384,ortholog_one2one,100.0,73.79927202732519,0.0025108095775781387,4.057235349833241,0.33191987989229843,0.0,1.0,1,NA,protein_coding,protein_coding
971,ENSG00000184012,ENSMUSG00000000385,ortholog_one2one,50.0,343.83232232289134,0.009979507054271006,5.803488181591896,0.5524652135635096,0.0625,1.0,1,NA,protein_coding,protein_coding
972,ENSG00000157601,ENSMUSG00000000386,ortholog_one2many,25.0,31.465515450167693,0.00023453264579490765,6.716042318279213,1.0397540459515637,0.125,1.0,2,Mouse,protein_coding,protein_coding
974,ENSG00000078098,ENSMUSG00000000392,ortholog_one2one,100.0,14.990365874277071,0.000351481062359101,1.3625085836920539,0.173154522183658,0.1875,1.0,1,NA,protein_coding,protein_coding
975,ENSG00000115263,ENSMUSG00000000394,ortholog_one2one,100.0,461.0402736455022,0.003993426061685925,4.511275123549328,0.1272727014109084,0.0625,1.0,1,NA,protein_coding,protein_coding
976,ENSG00000139180,ENSMUSG00000000399,ortholog_one2one,100.0,654.3440793327786,0.010556910301586949,4.046267078286861,0.19939402087501612,0.0,1.0,1,NA,protein_coding,protein_coding
977,ENSG00000198759,ENSMUSG00000000402,ortholog_one2one,50.0,17.98941023205799,0.000333125203541163,2.507008624457488,0.1483460184764015,0.125,1.0,1,NA,protein_coding,protein_coding
978,ENSG00000182866,ENSMUSG00000000409,ortholog_one2one,100.0,808.5028002237763,0.010001508453295794,6.226843439324217,1.3752252701569352,0.1875,1.0,1,NA,protein_coding,protein_coding
979,ENSG00000162526,ENSMUSG00000000411,ortholog_one2one,100.0,16.034947519766327,0.00012611865001298077,6.7446874069731475,0.7108997970023393,0.5,1.0,1,NA,protein_coding,protein_coding
980,ENSG00000077063,ENSMUSG00000000416,ortholog_one2one,75.0,71.42225325153919,0.002281585135882086,3.2792362719825876,0.3598212912932147,0.0625,1.0,1,NA,protein_coding,protein_coding
981,ENSG00000141429,ENSMUSG00000000420,ortholog_one2one,100.0,185.49982760216287,0.003328458697907274,2.663286081457017,1.0665912183209574,0.0,1.0,1,NA,protein_coding,protein_coding
982,ENSG00000111049,ENSMUSG00000000435,ortholog_one2one,100.0,4.483433683435136,8.298453989929713e-05,1.6796479973428484,0.5853561559564601,0.0625,1.0,1,NA,protein_coding,protein_coding
983,ENSG00000075975,ENSMUSG00000000439,ortholog_one2one,100.0,30.184729117648942,0.0009252769179931037,2.5400470631561225,0.34385516922053405,0.0625,1.0,1,NA,protein_coding,protein_coding
984,ENSG00000132170,ENSMUSG00000000440,ortholog_one2one,100.0,79.58032331814735,0.001739649903978242,2.5485571298416607,0.20090007007848387,0.0,1.0,1,NA,protein_coding,protein_coding
985,ENSG00000132155,ENSMUSG00000000441,ortholog_one2one,100.0,266.0763630109544,0.005295454437444173,2.233962440800775,0.1983208971526036,0.0,1.0,1,NA,protein_coding,protein_coding
986,ENSG00000180096,ENSMUSG00000000486,ortholog_one2one,100.0,444.7290884641856,0.005526141553039291,4.951189020691283,1.4321748427943246,0.0,1.0,1,NA,protein_coding,protein_coding
987,ENSG00000100311,ENSMUSG00000000489,ortholog_one2one,100.0,22.82961890229201,0.0005952323641631747,3.9215791032248175,0.5451851416130451,0.0625,1.0,1,NA,protein_coding,protein_coding
988,ENSG00000139567,ENSMUSG00000000530,ortholog_one2one,100.0,21.443741618034895,0.0008717245887773227,3.2436820527660184,0.23171596854998633,0.0,1.0,1,NA,protein_coding,protein_coding
989,ENSG00000161835,ENSMUSG00000000531,ortholog_one2one,100.0,46.32671042126681,0.0010671013810840866,6.627671302279288,0.7068082172085282,0.125,1.0,1,NA,protein_coding,protein_coding
990,ENSG00000135503,ENSMUSG00000000532,ortholog_one2one,100.0,82.24532423462229,0.0026877836496176474,5.351556543907483,0.9477194472686044,0.0625,1.0,1,NA,protein_coding,protein_coding
991,ENSG00000175662,ENSMUSG00000000538,ortholog_one2one,100.0,130.32873787492713,0.005343464111455405,4.239068404002863,0.22400625978532274,0.0,1.0,1,NA,protein_coding,protein_coding
992,ENSG00000143167,ENSMUSG00000000544,ortholog_one2one,100.0,548.8005848437987,0.016156235427832663,0.9057050693852969,1.7345158187742626e-05,0.125,1.0,1,NA,protein_coding,protein_coding
993,ENSG00000161642,ENSMUSG00000000552,ortholog_one2one,100.0,36.35911968200488,0.0022514387550840982,4.151831348347993,0.09302534905374149,0.0625,1.0,1,NA,protein_coding,protein_coding
994,ENSG00000161638,ENSMUSG00000000555,ortholog_one2one,100.0,446.35716598713265,0.0034381527171798852,9.317094262325488,0.14069927350202316,0.0625,1.0,1,NA,protein_coding,protein_coding
995,ENSG00000151834,ENSMUSG00000000560,ortholog_one2one,100.0,32.42016615528367,0.0011178926989401522,1.2693598560144836,0.007556246674429001,0.0,1.0,1,NA,protein_coding,protein_coding
996,ENSG00000116455,ENSMUSG00000000561,ortholog_one2one,100.0,58.92603384089215,0.0018493293752355677,2.615291386819431,0.8441962125138981,0.0,1.0,1,NA,protein_coding,protein_coding
997,ENSG00000282608,ENSMUSG00000000562,ortholog_one2one,100.0,7.51499404257555,4.496090791442986e-05,3.9414208270635207,0.13979419956909023,0.4375,1.0,1,NA,protein_coding,protein_coding
998,ENSG00000116459,ENSMUSG00000000563,ortholog_one2one,100.0,1042.467718612854,0.01817966013731435,1.561245128501638,0.44690138301644233,0.0,1.0,1,NA,protein_coding,protein_coding
999,ENSG00000125398,ENSMUSG00000000567,ortholog_one2one,100.0,43.44408865817004,0.0009795224656580764,6.48541055555721,0.7871342864292639,0.0625,1.0,1,NA,protein_coding,protein_coding
1000,ENSG00000138668,ENSMUSG00000000568,ortholog_one2one,100.0,322.2891942041364,0.008744484336208554,5.306397247916871,0.8985578237724184,0.0,1.0,1,NA,protein_coding,protein_coding
1001,ENSG00000146425,ENSMUSG00000000579,ortholog_one2many,0.0,348.30050055684023,0.002898199415697846,14.820891359956963,0.45704950606677486,0.1875,1.0,4,Mouse,protein_coding,protein_coding
1005,ENSG00000197223,ENSMUSG00000000581,ortholog_one2one,75.0,343.49295873124817,0.005284496475975569,4.091247384038038,0.8672220609702154,0.0,1.0,1,NA,protein_coding,protein_coding
1006,ENSG00000196743,ENSMUSG00000000594,ortholog_one2one,100.0,116.36573010771356,0.0019319642317321755,3.155764833885143,0.6960247139913378,0.0,1.0,1,NA,protein_coding,protein_coding
1007,ENSG00000001631,ENSMUSG00000000600,ortholog_one2one,75.0,76.77446293632472,0.0018639912253843123,2.457712160598445,0.9521385011568645,0.0,1.0,1,NA,protein_coding,protein_coding
1008,ENSG00000073464,ENSMUSG00000000605,ortholog_one2one,0.0,132.3400268245751,0.0037710725383888846,5.265993338242033,0.08653160961481976,0.1875,1.0,1,NA,protein_coding,protein_coding
1009,ENSG00000113262,ENSMUSG00000000617,ortholog_one2one,100.0,0.7624734717629644,7.877274486939492e-06,0.7743177019680654,1.3600565451026685,0.0,1.0,1,NA,protein_coding,protein_coding
1010,ENSG00000135622,ENSMUSG00000000627,ortholog_one2one,100.0,28.205000043159714,0.0009239758768840087,2.689690883793737,0.12007291969073508,0.3125,1.0,1,NA,protein_coding,protein_coding
1011,ENSG00000159399,ENSMUSG00000000628,ortholog_one2one,100.0,149.4776008299251,0.0036260601911591245,2.609970678568215,0.22759720516656057,0.125,1.0,1,NA,protein_coding,protein_coding
1012,ENSG00000196535,ENSMUSG00000000631,ortholog_one2one,75.0,329.55813216462394,0.007173031883745829,3.4720505695804227,0.5197162671239697,0.0,1.0,1,NA,protein_coding,protein_coding
1013,ENSG00000063015,ENSMUSG00000000632,ortholog_one2one,100.0,116.49079207231249,0.004230518237855216,0.5403222409355912,3.031430483924069e-05,0.125,1.0,1,NA,protein_coding,protein_coding
1014,ENSG00000162882,ENSMUSG00000000673,ortholog_one2one,100.0,653.5813642852008,0.008732986629904895,6.203728250349619,0.026606757519265,0.25,1.0,1,NA,protein_coding,protein_coding
1015,ENSG00000169442,ENSMUSG00000000682,ortholog_one2one,100.0,289.92121742613057,0.00397356801079855,4.18310960049577,1.2003103270440922,0.0,1.0,1,NA,protein_coding,protein_coding
1016,ENSG00000168792,ENSMUSG00000000686,ortholog_one2one,100.0,18.699871978001887,0.00011230108648544604,5.54699251971437,0.4200661936014004,0.25,1.0,1,NA,protein_coding,protein_coding
1017,ENSG00000108511,ENSMUSG00000000690,ortholog_one2one,100.0,24.195842759100064,0.0006679303665676041,0.9125207081016373,0.09125127230884478,0.0625,1.0,1,NA,protein_coding,protein_coding
1018,ENSG00000115318,ENSMUSG00000000693,ortholog_one2one,100.0,7.971354298009418,0.00021868624040360018,2.1708436559952453,0.3171787029920379,0.0625,1.0,1,NA,protein_coding,protein_coding
1019,ENSG00000213231,ENSMUSG00000000701,ortholog_one2many,100.0,0.26708380407648513,1.5258185203741363e-06,0.34305567433791806,,0.0,1.0,5,Mouse,protein_coding,protein_coding
1024,ENSG00000124557,ENSMUSG00000000706,ortholog_one2one,50.0,2.5091123959193427,6.921336978014105e-05,1.1785316557253738,0.6100690585775441,0.0625,1.0,1,NA,protein_coding,protein_coding
1025,ENSG00000114166,ENSMUSG00000000708,ortholog_one2one,75.0,52.67379268524377,0.0014643207697125173,3.0374582751747985,0.6397667793723614,0.0,1.0,1,NA,protein_coding,protein_coding
1026,ENSG00000111540,ENSMUSG00000000711,ortholog_one2one,100.0,117.69960995365298,0.0011940469846282269,7.518438829900603,0.3803133028417581,0.0,1.0,1,NA,protein_coding,protein_coding
1027,ENSG00000108255,ENSMUSG00000000724,ortholog_one2one,100.0,0.2397373931115049,4.289955356394764e-06,0.2455050093060946,1.061670368009979,0.0,1.0,1,NA,protein_coding,protein_coding
1028,ENSG00000142182,ENSMUSG00000000730,ortholog_one2one,100.0,2.4094201676210076,4.981859259999354e-05,1.6597275198722103,1.525665904080343,0.1875,1.0,1,NA,protein_coding,protein_coding
1029,ENSG00000160224,ENSMUSG00000000731,ortholog_one2one,100.0,14.325690450525785,0.00017790691120451153,2.7642359635606164,1.1081370193723876,0.125,1.0,1,NA,protein_coding,protein_coding
1030,ENSG00000160223,ENSMUSG00000000732,ortholog_one2one,100.0,29.18832812487395,0.0006023705357153246,4.858711641924007,0.8646905898930498,0.375,1.0,1,NA,protein_coding,protein_coding
1031,ENSG00000197912,ENSMUSG00000000738,ortholog_one2one,100.0,,,,,,1.0,1,NA,protein_coding,
1032,ENSG00000196502,ENSMUSG00000000739,ortholog_many2many,0.0,,,,,,4.0,1,NA,protein_coding,
1036,ENSG00000197165,ENSMUSG00000000739,ortholog_many2many,0.0,,,,,,4.0,1,NA,protein_coding,
